user_id,event_date,event_type
U0270,2026-06-23,login
U0270,2026-06-23,login
U0270,2026-06-23,created_report
U0270,2026-06-14,created_report
U0270,2026-06-15,created_report
U0274,2026-06-17,login
U0274,2026-06-09,login
U0274,2026-06-14,login
U0274,2026-06-23,login
U0274,2026-06-24,login
U0274,2026-06-23,created_report
U0275,2026-06-20,login
U0275,2026-06-19,login
U0275,2026-06-06,login
U0275,2026-06-18,login
U0275,2026-06-25,login
U0275,2026-06-01,viewed_dashboard
U0276,2026-06-06,login
U0276,2026-06-02,created_report
U0276,2026-06-10,viewed_dashboard
U0278,2026-06-02,login
U0278,2026-06-19,created_report
U0278,2026-06-13,created_report
U0278,2026-06-04,created_report
U0279,2026-06-18,login
U0279,2026-06-11,login
U0280,2026-06-27,login
U0280,2026-06-08,login
U0280,2026-06-11,login
U0280,2026-06-04,login
U0281,2026-06-24,login
U0281,2026-06-25,login
U0281,2026-06-25,login
U0281,2026-06-26,login
U0281,2026-06-14,viewed_dashboard
U0282,2026-06-09,login
U0282,2026-06-14,login
U0282,2026-06-06,login
U0282,2026-06-11,login
U0283,2026-06-28,login
U0283,2026-06-26,login
U0283,2026-06-13,created_report
U0283,2026-06-10,created_report
U0284,2026-06-11,login
U0284,2026-06-16,login
U0284,2026-06-18,created_report
U0284,2026-06-02,created_report
U0286,2026-06-11,login
U0286,2026-06-07,login
U0286,2026-06-11,login
U0286,2026-06-27,login
U0286,2026-06-03,created_report
U0286,2026-06-06,created_report
U0287,2026-06-19,login
U0287,2026-06-17,login
U0287,2026-06-02,login
U0287,2026-06-03,viewed_dashboard
U0288,2026-06-26,login
U0288,2026-06-01,login
U0288,2026-06-23,login
U0288,2026-06-27,login
U0288,2026-06-03,login
U0289,2026-06-05,login
U0289,2026-06-08,login
U0289,2026-06-03,login
U0289,2026-06-26,login
U0291,2026-06-23,login
U0291,2026-06-07,login
U0291,2026-06-07,login
U0291,2026-06-26,login
U0291,2026-06-19,login
U0292,2026-06-01,login
U0293,2026-06-20,login
U0293,2026-06-25,created_report
U0293,2026-06-07,created_report
U0293,2026-06-07,created_report
U0293,2026-06-11,viewed_dashboard
U0294,2026-06-13,login
U0294,2026-06-27,login
U0294,2026-06-20,created_report
U0294,2026-06-06,created_report
U0294,2026-06-04,viewed_dashboard
U0295,2026-06-27,login
U0295,2026-06-14,login
U0296,2026-06-25,login
U0296,2026-06-12,login
U0296,2026-06-16,login
U0296,2026-06-07,login
U0296,2026-06-15,login
U0296,2026-06-01,viewed_dashboard
U0297,2026-06-05,login
U0297,2026-06-13,login
U0297,2026-06-26,login
U0297,2026-06-15,login
U0297,2026-06-09,created_report
U0299,2026-06-26,login
U0299,2026-06-08,login
U0299,2026-06-05,login
U0299,2026-06-24,created_report
U0300,2026-06-17,login
U0300,2026-06-22,created_report
U0300,2026-06-03,created_report
U0300,2026-06-21,viewed_dashboard
U0301,2026-06-20,login
U0301,2026-06-11,login
U0301,2026-06-02,login
U0301,2026-06-15,login
U0301,2026-06-21,login
U0301,2026-06-12,viewed_dashboard
U0302,2026-06-03,login
U0302,2026-06-22,login
U0302,2026-06-14,login
U0302,2026-06-08,login
U0302,2026-06-15,created_report
U0302,2026-06-13,created_report
U0304,2026-06-03,login
U0304,2026-06-09,login
U0304,2026-06-09,login
U0305,2026-06-02,login
U0305,2026-06-12,login
U0305,2026-06-28,created_report
U0305,2026-06-09,created_report
U0306,2026-06-17,login
U0306,2026-06-03,login
U0306,2026-06-04,login
U0306,2026-06-10,login
U0306,2026-06-13,created_report
U0306,2026-06-28,viewed_dashboard
U0307,2026-06-05,login
U0307,2026-06-05,login
U0307,2026-06-21,created_report
U0307,2026-06-25,viewed_dashboard
U0308,2026-06-26,login
U0308,2026-06-17,login
U0308,2026-06-22,created_report
U0308,2026-06-06,created_report
U0308,2026-06-28,created_report
U0309,2026-06-27,login
U0309,2026-06-15,login
U0310,2026-06-27,login
U0310,2026-06-24,login
U0310,2026-06-09,login
U0310,2026-06-24,login
U0310,2026-06-09,login
U0310,2026-06-12,viewed_dashboard
U0313,2026-06-04,login
U0313,2026-06-22,created_report
U0313,2026-06-17,created_report
U0313,2026-06-03,created_report
U0314,2026-06-06,login
U0314,2026-06-06,login
U0314,2026-06-06,login
U0314,2026-06-25,viewed_dashboard
U0316,2026-06-20,login
U0316,2026-06-27,login
U0316,2026-06-14,created_report
U0316,2026-06-09,created_report
U0316,2026-06-15,created_report
U0317,2026-06-17,login
U0317,2026-06-15,login
U0317,2026-06-10,login
U0317,2026-06-12,login
U0318,2026-06-20,login
U0318,2026-06-14,login
U0318,2026-06-15,login
U0318,2026-06-02,viewed_dashboard
U0320,2026-06-18,login
U0320,2026-06-25,login
U0320,2026-06-19,created_report
U0320,2026-06-06,created_report
U0322,2026-06-07,login
U0322,2026-06-10,login
U0322,2026-06-01,created_report
U0322,2026-06-04,viewed_dashboard
U0323,2026-06-17,login
U0323,2026-06-16,login
U0323,2026-06-13,login
U0323,2026-06-16,login
U0324,2026-06-27,login
U0324,2026-06-11,created_report
U0324,2026-06-06,created_report
U0326,2026-06-10,login
U0326,2026-06-01,created_report
U0326,2026-06-24,created_report
U0326,2026-06-16,viewed_dashboard
U0329,2026-06-05,login
U0329,2026-06-09,login
U0329,2026-06-11,login
U0329,2026-06-02,created_report
U0329,2026-06-10,created_report
U0332,2026-06-21,login
U0333,2026-06-09,login
U0333,2026-06-23,login
U0333,2026-06-12,login
U0333,2026-06-08,login
U0333,2026-06-11,login
U0333,2026-06-26,created_report
U0333,2026-06-07,created_report
U0333,2026-06-01,viewed_dashboard
U0334,2026-06-04,login
U0334,2026-06-14,login
U0334,2026-06-07,login
U0334,2026-06-16,login
U0334,2026-06-10,login
U0334,2026-06-06,created_report
U0334,2026-06-05,created_report
U0336,2026-06-27,login
U0336,2026-06-05,login
U0336,2026-06-28,created_report
U0336,2026-06-15,viewed_dashboard
U0337,2026-06-20,login
U0337,2026-06-23,login
U0337,2026-06-22,login
U0337,2026-06-11,login
U0337,2026-06-26,login
U0337,2026-06-05,created_report
U0337,2026-06-25,created_report
U0337,2026-06-24,viewed_dashboard
U0338,2026-06-28,login
U0338,2026-06-13,created_report
U0338,2026-06-27,created_report
U0338,2026-06-04,viewed_dashboard
U0339,2026-06-18,login
U0339,2026-06-11,login
U0339,2026-06-19,login
U0339,2026-06-05,login
U0339,2026-06-14,viewed_dashboard
U0340,2026-06-15,login
U0340,2026-06-11,login
U0340,2026-06-11,login
U0340,2026-06-20,login
U0340,2026-06-28,viewed_dashboard
U0342,2026-06-27,login
U0342,2026-06-25,login
U0342,2026-06-19,login
U0342,2026-06-14,login
U0342,2026-06-19,viewed_dashboard
U0343,2026-06-28,login
U0343,2026-06-23,login
U0343,2026-06-04,login
U0343,2026-06-22,login
U0343,2026-06-01,login
U0343,2026-06-08,created_report
U0343,2026-06-18,viewed_dashboard
U0344,2026-06-11,login
U0344,2026-06-05,login
U0344,2026-06-07,created_report
U0344,2026-06-17,created_report
U0344,2026-06-17,created_report
U0344,2026-06-09,viewed_dashboard
U0346,2026-06-27,login
U0346,2026-06-20,login
U0346,2026-06-11,login
U0346,2026-06-15,login
U0346,2026-06-03,viewed_dashboard
U0348,2026-06-08,login
U0348,2026-06-20,login
U0348,2026-06-15,login
U0348,2026-06-24,login
U0348,2026-06-11,created_report
U0348,2026-06-05,created_report
U0348,2026-06-03,created_report
U0348,2026-06-16,viewed_dashboard
U0349,2026-06-10,login
U0349,2026-06-18,login
U0349,2026-06-08,created_report
U0349,2026-06-02,created_report
U0350,2026-06-10,login
U0350,2026-06-19,login
U0350,2026-06-14,login
U0350,2026-06-06,login
U0350,2026-06-08,login
U0351,2026-06-19,login
U0351,2026-06-02,login
U0351,2026-06-05,login
U0351,2026-06-13,created_report
U0351,2026-06-24,created_report
U0352,2026-06-02,login
U0352,2026-06-13,created_report
U0352,2026-06-19,created_report
U0352,2026-06-09,viewed_dashboard
U0353,2026-06-23,login
U0353,2026-06-07,login
U0353,2026-06-16,login
U0353,2026-06-24,login
U0353,2026-06-09,login
U0353,2026-06-12,created_report
U0353,2026-06-08,created_report
U0353,2026-06-09,created_report
U0353,2026-06-14,viewed_dashboard
U0354,2026-06-24,login
U0354,2026-06-08,login
U0354,2026-06-10,login
U0354,2026-06-12,login
U0354,2026-06-07,created_report
U0354,2026-06-19,viewed_dashboard
U0355,2026-06-12,login
U0355,2026-06-21,login
U0355,2026-06-08,login
U0355,2026-06-22,login
U0355,2026-06-27,login
U0355,2026-06-27,created_report
U0356,2026-06-11,login
U0356,2026-06-24,login
U0356,2026-06-17,login
U0356,2026-06-08,login
U0356,2026-06-14,created_report
U0356,2026-06-14,created_report
U0356,2026-06-13,created_report
U0356,2026-06-21,viewed_dashboard
U0358,2026-06-25,login
U0359,2026-06-07,login
U0360,2026-06-15,login
U0360,2026-06-15,login
U0360,2026-06-14,login
U0360,2026-06-01,login
U0360,2026-06-07,login
U0361,2026-06-12,login
U0361,2026-06-25,login
U0361,2026-06-02,login
U0361,2026-06-19,created_report
U0361,2026-06-27,viewed_dashboard
U0362,2026-06-25,login
U0362,2026-06-27,login
U0362,2026-06-11,viewed_dashboard
U0363,2026-06-27,login
U0363,2026-06-26,login
U0363,2026-06-18,login
U0363,2026-06-10,created_report
U0363,2026-06-07,created_report
U0363,2026-06-17,created_report
U0365,2026-06-26,login
U0365,2026-06-13,login
U0365,2026-06-01,viewed_dashboard
U0366,2026-06-20,login
U0366,2026-06-01,login
U0366,2026-06-17,login
U0366,2026-06-01,login
U0366,2026-06-07,created_report
U0366,2026-06-18,created_report
U0366,2026-06-11,created_report
U0367,2026-06-05,login
U0367,2026-06-03,login
U0367,2026-06-25,login
U0367,2026-06-19,created_report
U0367,2026-06-08,created_report
U0367,2026-06-20,created_report
U0368,2026-06-16,login
U0368,2026-06-12,login
U0368,2026-06-26,login
U0368,2026-06-12,created_report
U0370,2026-06-22,login
U0370,2026-06-20,login
U0370,2026-06-03,login
U0370,2026-06-18,created_report
U0370,2026-06-13,viewed_dashboard
U0372,2026-06-12,login
U0372,2026-06-04,login
U0372,2026-06-22,login
U0372,2026-06-16,login
U0373,2026-06-01,login
U0373,2026-06-15,login
U0373,2026-06-23,created_report
U0373,2026-06-23,created_report
U0373,2026-06-22,created_report
U0373,2026-06-26,viewed_dashboard
U0374,2026-06-28,login
U0374,2026-06-26,login
U0374,2026-06-13,viewed_dashboard
U0375,2026-06-14,login
U0375,2026-06-13,login
U0375,2026-06-12,login
U0375,2026-06-09,created_report
U0375,2026-06-06,viewed_dashboard
U0376,2026-06-27,login
U0378,2026-06-22,login
U0378,2026-06-04,created_report
U0378,2026-06-26,created_report
U0378,2026-06-13,created_report
U0379,2026-06-02,login
U0379,2026-06-20,login
U0380,2026-06-23,login
U0380,2026-06-08,login
U0380,2026-06-05,login
U0380,2026-06-24,login
U0380,2026-06-05,login
U0380,2026-06-28,created_report
U0380,2026-06-06,viewed_dashboard
U0381,2026-06-22,login
U0381,2026-06-08,login
U0381,2026-06-11,login
U0381,2026-06-21,login
U0381,2026-06-09,created_report
U0381,2026-06-10,created_report
U0381,2026-06-13,created_report
U0383,2026-06-19,login
U0383,2026-06-17,login
U0383,2026-06-17,login
U0383,2026-06-08,login
U0383,2026-06-23,login
U0383,2026-06-18,created_report
U0383,2026-06-22,created_report
U0385,2026-06-25,login
U0385,2026-06-02,login
U0385,2026-06-14,viewed_dashboard
U0386,2026-06-18,login
U0386,2026-06-13,login
U0386,2026-06-28,login
U0386,2026-06-08,login
U0386,2026-06-01,login
U0386,2026-06-03,viewed_dashboard
U0387,2026-06-13,login
U0387,2026-06-03,login
U0387,2026-06-12,login
U0388,2026-06-15,login
U0388,2026-06-07,created_report
U0388,2026-06-25,created_report
U0388,2026-06-18,viewed_dashboard
U0389,2026-06-25,login
U0389,2026-06-05,login
U0389,2026-06-20,login
U0389,2026-06-09,login
U0389,2026-06-06,login
U0389,2026-06-14,created_report
U0389,2026-06-13,created_report
U0389,2026-06-15,created_report
U0390,2026-06-20,login
U0390,2026-06-02,login
U0390,2026-06-28,login
U0390,2026-06-02,login
U0392,2026-06-26,login
U0392,2026-06-04,login
U0392,2026-06-01,login
U0392,2026-06-06,login
U0392,2026-06-13,viewed_dashboard
U0393,2026-06-23,login
U0393,2026-06-07,viewed_dashboard
U0395,2026-06-01,login
U0395,2026-06-25,login
U0395,2026-06-02,login
U0395,2026-06-08,login
U0395,2026-06-11,login
U0396,2026-06-24,login
U0396,2026-06-17,login
U0396,2026-06-16,login
U0396,2026-06-09,viewed_dashboard
U0399,2026-06-12,login
U0399,2026-06-25,login
U0399,2026-06-03,login
U0399,2026-06-12,login
U0399,2026-06-19,login
U0399,2026-06-25,viewed_dashboard
U0400,2026-06-04,login
U0403,2026-06-08,login
U0403,2026-06-21,login
U0403,2026-06-24,login
U0403,2026-06-16,viewed_dashboard
U0405,2026-06-05,login
U0405,2026-06-28,created_report
U0406,2026-06-15,login
U0406,2026-06-22,viewed_dashboard
U0407,2026-06-21,login
U0407,2026-06-05,login
U0407,2026-06-25,login
U0408,2026-06-23,login
U0408,2026-06-13,created_report
U0410,2026-06-17,login
U0410,2026-06-26,login
U0410,2026-06-01,login
U0410,2026-06-13,login
U0411,2026-06-17,login
U0411,2026-06-22,login
U0411,2026-06-17,login
U0411,2026-06-16,login
U0411,2026-06-20,login
U0411,2026-06-27,created_report
U0411,2026-06-16,created_report
U0411,2026-06-19,created_report
U0412,2026-06-23,login
U0412,2026-06-11,login
U0412,2026-06-14,login
U0412,2026-06-12,login
U0412,2026-06-01,login
U0414,2026-06-10,login
U0414,2026-06-26,viewed_dashboard
U0415,2026-06-09,login
U0415,2026-06-17,login
U0415,2026-06-23,created_report
U0415,2026-06-22,created_report
U0416,2026-06-27,login
U0416,2026-06-19,login
U0416,2026-06-26,login
U0416,2026-06-13,created_report
U0417,2026-06-01,login
U0417,2026-06-01,login
U0417,2026-06-23,login
U0417,2026-06-13,login
U0417,2026-06-13,login
U0417,2026-06-12,created_report
U0417,2026-06-25,created_report
U0417,2026-06-26,created_report
U0418,2026-06-24,login
U0419,2026-06-15,login
U0419,2026-06-25,login
U0420,2026-06-17,login
U0420,2026-06-13,login
U0420,2026-06-13,created_report
U0420,2026-06-05,created_report
U0420,2026-06-07,created_report
U0420,2026-06-28,viewed_dashboard
U0421,2026-06-20,login
U0421,2026-06-07,created_report
U0421,2026-06-19,created_report
U0421,2026-06-09,viewed_dashboard
U0422,2026-06-21,login
U0422,2026-06-23,viewed_dashboard
U0423,2026-06-10,login
U0423,2026-06-17,login
U0423,2026-06-26,login
U0423,2026-06-27,login
U0423,2026-06-05,created_report
U0423,2026-06-16,created_report
U0423,2026-06-23,created_report
U0424,2026-06-21,login
U0424,2026-06-02,login
U0424,2026-06-01,login
U0424,2026-06-20,login
U0424,2026-06-06,created_report
U0425,2026-06-16,login
U0425,2026-06-13,login
U0425,2026-06-07,login
U0425,2026-06-13,login
U0425,2026-06-26,login
U0425,2026-06-27,created_report
U0425,2026-06-01,created_report
U0425,2026-06-09,viewed_dashboard
U0426,2026-06-26,login
U0427,2026-06-04,login
U0427,2026-06-21,login
U0427,2026-06-24,login
U0427,2026-06-27,login
U0427,2026-06-02,viewed_dashboard
U0430,2026-06-26,login
U0431,2026-06-18,login
U0431,2026-06-20,viewed_dashboard
U0433,2026-06-17,login
U0433,2026-06-18,login
U0433,2026-06-22,login
U0433,2026-06-09,login
U0433,2026-06-25,login
U0433,2026-06-07,viewed_dashboard
U0434,2026-06-18,login
U0434,2026-06-12,login
U0434,2026-06-11,login
U0434,2026-06-23,created_report
U0434,2026-06-12,created_report
U0434,2026-06-13,created_report
U0436,2026-06-03,login
U0436,2026-06-14,login
U0436,2026-06-03,login
U0436,2026-06-01,login
U0436,2026-06-13,created_report
U0436,2026-06-03,created_report
U0436,2026-06-17,viewed_dashboard
U0437,2026-06-08,login
U0437,2026-06-14,login
U0437,2026-06-26,viewed_dashboard
U0438,2026-06-09,login
U0438,2026-06-09,login
U0438,2026-06-27,login
U0438,2026-06-24,login
U0438,2026-06-06,created_report
U0438,2026-06-03,created_report
U0438,2026-06-17,viewed_dashboard
U0439,2026-06-25,login
U0439,2026-06-22,login
U0439,2026-06-10,login
U0439,2026-06-18,created_report
U0439,2026-06-06,viewed_dashboard
U0441,2026-06-25,login
U0444,2026-06-27,login
U0444,2026-06-28,login
U0444,2026-06-18,created_report
U0447,2026-06-18,login
U0447,2026-06-15,login
U0447,2026-06-06,login
U0447,2026-06-11,login
U0447,2026-06-25,login
U0447,2026-06-18,viewed_dashboard
U0448,2026-06-12,login
U0448,2026-06-07,login
U0448,2026-06-08,login
U0448,2026-06-01,login
U0448,2026-06-08,login
U0449,2026-06-06,login
U0449,2026-06-16,login
U0449,2026-06-07,login
U0449,2026-06-27,viewed_dashboard
U0450,2026-06-05,login
U0450,2026-06-05,login
U0450,2026-06-14,created_report
U0450,2026-06-04,viewed_dashboard
U0451,2026-06-05,login
U0451,2026-06-07,login
U0451,2026-06-17,login
U0451,2026-06-13,login
U0451,2026-06-21,viewed_dashboard
U0452,2026-06-27,login
U0452,2026-06-05,login
U0452,2026-06-08,created_report
U0453,2026-06-09,login
U0453,2026-06-07,login
U0454,2026-06-25,login
U0454,2026-06-08,login
U0454,2026-06-12,login
U0454,2026-06-11,login
U0455,2026-06-20,login
U0455,2026-06-18,created_report
U0456,2026-06-01,login
U0456,2026-06-20,created_report
U0456,2026-06-17,created_report
U0456,2026-06-08,viewed_dashboard
U0457,2026-06-12,login
U0457,2026-06-08,login
U0461,2026-06-07,login
U0461,2026-06-06,login
U0461,2026-06-22,created_report
U0461,2026-06-11,viewed_dashboard
U0463,2026-06-01,login
U0463,2026-06-22,login
U0463,2026-06-08,login
U0463,2026-06-27,login
U0464,2026-06-02,login
U0464,2026-06-06,login
U0464,2026-06-04,viewed_dashboard
U0466,2026-06-12,login
U0466,2026-06-18,login
U0466,2026-06-15,viewed_dashboard
U0468,2026-06-13,login
U0468,2026-06-23,login
U0468,2026-06-17,login
U0468,2026-06-04,viewed_dashboard
U0469,2026-06-13,login
U0469,2026-06-17,login
U0469,2026-06-17,login
U0469,2026-06-01,login
U0469,2026-06-01,created_report
U0469,2026-06-08,created_report
U0469,2026-06-06,viewed_dashboard
U0470,2026-06-09,login
U0470,2026-06-12,login
U0470,2026-06-01,login
U0470,2026-06-15,login
U0470,2026-06-22,login
U0471,2026-06-21,login
U0471,2026-06-10,login
U0471,2026-06-03,created_report
U0473,2026-06-03,login
U0473,2026-06-01,login
U0473,2026-06-09,login
U0473,2026-06-16,created_report
U0473,2026-06-04,created_report
U0473,2026-06-27,created_report
U0474,2026-06-09,login
U0474,2026-06-18,login
U0474,2026-06-03,login
U0474,2026-06-28,created_report
U0475,2026-06-08,login
U0475,2026-06-21,login
U0475,2026-06-26,login
U0475,2026-06-04,login
U0475,2026-06-23,viewed_dashboard
U0476,2026-06-17,login
U0476,2026-06-15,login
U0476,2026-06-13,login
U0477,2026-06-11,login
U0477,2026-06-23,login
U0477,2026-06-17,login
U0477,2026-06-24,created_report
U0477,2026-06-12,created_report
U0477,2026-06-11,created_report
U0477,2026-06-11,viewed_dashboard
U0478,2026-06-21,login
U0478,2026-06-12,login
U0478,2026-06-14,login
U0478,2026-06-16,login
U0478,2026-06-25,created_report
U0480,2026-06-11,login
U0480,2026-06-27,login
U0480,2026-06-18,login
U0480,2026-06-13,created_report
U0480,2026-06-26,created_report
U0480,2026-06-21,created_report
U0483,2026-06-27,login
U0483,2026-06-10,login
U0483,2026-06-16,login
U0483,2026-06-27,login
U0483,2026-06-03,login
U0483,2026-06-03,created_report
U0483,2026-06-01,created_report
U0484,2026-06-25,login
U0484,2026-06-11,login
U0484,2026-06-13,login
U0485,2026-06-17,login
U0485,2026-06-18,login
U0485,2026-06-05,created_report
U0485,2026-06-24,created_report
U0485,2026-06-18,viewed_dashboard
U0486,2026-06-17,login
U0486,2026-06-04,login
U0486,2026-06-24,viewed_dashboard
U0488,2026-06-21,login
U0488,2026-06-24,login
U0488,2026-06-20,viewed_dashboard
U0489,2026-06-15,login
U0489,2026-06-25,login
U0489,2026-06-17,login
U0489,2026-06-14,login
U0489,2026-06-08,created_report
U0489,2026-06-24,created_report
U0489,2026-06-21,created_report
U0490,2026-06-14,login
U0490,2026-06-18,login
U0490,2026-06-21,login
U0490,2026-06-11,login
U0490,2026-06-20,viewed_dashboard
U0491,2026-06-07,login
U0491,2026-06-13,login
U0491,2026-06-02,login
U0491,2026-06-24,viewed_dashboard
U0492,2026-06-16,login
U0492,2026-06-21,login
U0492,2026-06-14,created_report
U0492,2026-06-16,created_report
U0492,2026-06-23,created_report
U0493,2026-06-15,login
U0493,2026-06-28,login
U0493,2026-06-28,login
U0493,2026-06-19,login
U0493,2026-06-02,viewed_dashboard
U0494,2026-06-17,login
U0494,2026-06-18,login
U0494,2026-06-08,login
U0494,2026-06-25,login
U0494,2026-06-10,login
U0494,2026-06-06,created_report
U0494,2026-06-25,created_report
U0497,2026-06-11,login
U0497,2026-06-21,login
U0497,2026-06-15,viewed_dashboard
U0498,2026-06-07,login
U0498,2026-06-05,login
U0498,2026-06-10,login
U0498,2026-06-21,login
U0498,2026-06-20,created_report
U0498,2026-06-18,created_report
U0498,2026-06-14,created_report
U0499,2026-06-17,login
U0499,2026-06-23,login
U0499,2026-06-25,login
U0499,2026-06-14,created_report
