customer_id,tenure_months,monthly_spend,plan_tier,support_tickets_opened_90d,logins_per_week,churned
CUST00632,59,94.29,Basic,1,8,0
CUST00633,15,53.13,Pro,0,6,0
CUST00634,50,50.32,Basic,1,4,0
CUST00635,25,100.84,Basic,0,4,0
CUST00636,36,112.07,Pro,1,8,1
CUST00637,19,32.53,Basic,0,4,0
CUST00638,16,68.17,Pro,0,5,1
CUST00639,35,69.16,Premium,1,5,0
CUST00640,31,71.68,Premium,7,5,1
CUST00641,10,75.82,Pro,4,3,1
CUST00642,8,69.47,Basic,1,8,0
CUST00643,51,79.69,Pro,1,1,1
CUST00644,6,99.61,Basic,3,1,0
CUST00645,27,84.25,Basic,7,5,1
CUST00646,39,103.36,Premium,2,8,0
CUST00647,19,71.69,Basic,7,3,1
CUST00648,49,109.81,Pro,2,4,0
CUST00649,55,51.92,Pro,1,5,0
CUST00650,60,82.46,Basic,1,4,0
CUST00651,52,75.19,Pro,0,13,0
CUST00652,37,92.58,Premium,11,5,0
CUST00653,51,40.58,Basic,0,7,0
CUST00654,35,66.07,Pro,0,4,1
CUST00655,34,77.04,Basic,7,1,0
CUST00656,33,102.79,Pro,0,2,0
CUST00657,45,114.28,Premium,1,7,1
CUST00658,58,68.65,Premium,0,7,0
CUST00659,57,64.4,Basic,6,0,1
CUST00660,12,104.55,Basic,3,9,0
CUST00661,5,97.43,Pro,2,6,0
CUST00662,6,96.97,Premium,2,3,1
CUST00663,27,78.62,Basic,1,11,0
CUST00664,51,82.46,Pro,2,11,0
CUST00665,17,73.6,Basic,0,7,1
CUST00666,56,111.66,Pro,2,3,0
CUST00667,33,91.62,Basic,0,11,0
CUST00668,28,66.18,Premium,0,4,0
CUST00669,32,118.73,Pro,0,5,0
CUST00670,43,49.22,Pro,3,2,0
CUST00671,37,90.59,Premium,4,12,0
CUST00672,28,80.3,Basic,3,5,0
CUST00673,19,73.09,Pro,0,4,0
CUST00674,1,84.37,Basic,0,4,1
CUST00675,23,71.79,Basic,4,7,0
CUST00676,51,75.36,Basic,0,5,0
CUST00677,21,79.78,Pro,0,2,0
CUST00678,25,46.66,Pro,1,9,0
CUST00679,30,60.92,Pro,11,8,1
CUST00680,7,65.75,Basic,1,6,0
CUST00681,56,68.54,Pro,4,7,0
CUST00682,5,69.56,Basic,1,4,0
CUST00683,10,53.49,Pro,0,3,0
CUST00684,44,79.37,Premium,1,2,0
CUST00685,39,61.87,Premium,0,8,0
CUST00686,11,53.3,Pro,1,6,0
CUST00687,27,113.65,Premium,1,5,0
CUST00688,52,67.61,Pro,0,4,0
CUST00689,56,60.56,Basic,1,6,1
CUST00690,46,87.92,Basic,4,8,0
CUST00691,47,68.0,Basic,0,7,0
CUST00692,56,108.11,Basic,0,3,0
CUST00693,46,75.52,Basic,1,10,0
CUST00694,4,99.47,Pro,0,2,1
CUST00695,42,101.08,Basic,1,4,0
CUST00696,22,102.88,Basic,7,7,0
CUST00697,44,121.24,Basic,12,3,1
CUST00698,25,103.1,Basic,0,8,0
CUST00699,59,64.18,Basic,1,3,1
CUST00700,13,72.37,Basic,0,4,0
CUST00701,23,71.88,Pro,3,7,1
CUST00702,1,66.17,Premium,1,1,1
CUST00703,17,100.08,Premium,0,2,1
CUST00704,32,67.02,Pro,17,4,1
CUST00705,46,74.94,Pro,2,5,1
CUST00706,40,67.12,Basic,0,6,0
CUST00707,24,85.78,Basic,2,6,0
CUST00708,16,105.33,Pro,1,3,0
CUST00709,2,130.36,Pro,6,2,1
CUST00710,31,74.81,Pro,1,4,0
CUST00711,59,109.83,Pro,3,5,0
CUST00712,50,91.95,Pro,3,6,1
CUST00713,42,74.42,Basic,1,5,1
CUST00714,22,58.05,Basic,1,5,0
CUST00715,51,81.25,Premium,2,4,1
CUST00716,30,79.3,Pro,4,6,1
CUST00717,47,79.3,Basic,1,8,0
CUST00718,31,55.07,Pro,6,3,1
CUST00719,16,66.11,Basic,8,4,1
CUST00720,50,62.12,Basic,3,4,0
CUST00721,32,91.16,Basic,5,6,1
CUST00722,6,118.16,Pro,1,8,1
CUST00723,52,115.33,Premium,2,8,0
CUST00724,14,65.98,Basic,3,6,0
CUST00725,31,85.82,Basic,0,11,0
CUST00726,59,35.18,Basic,91,4,1
CUST00727,59,59.55,Premium,0,5,0
CUST00728,35,94.9,Basic,4,11,0
CUST00729,54,91.9,Pro,5,4,0
CUST00730,23,50.11,Basic,1,1,0
CUST00731,22,68.83,Basic,2,1,0
CUST00732,10,73.28,Basic,1,3,1
CUST00733,58,102.25,Basic,2,7,0
CUST00734,8,98.73,Basic,4,5,0
CUST00735,49,79.67,Premium,3,3,0
CUST00736,26,78.84,Basic,2,4,0
CUST00737,8,57.96,Premium,1,7,0
CUST00738,51,91.24,Basic,0,3,1
CUST00739,30,99.29,Pro,0,4,0
CUST00740,50,63.57,Pro,0,4,0
CUST00741,33,93.35,Pro,0,3,0
CUST00742,37,78.36,Basic,1,5,0
CUST00743,53,66.87,Pro,7,3,0
CUST00744,44,67.8,Pro,2,9,1
CUST00745,43,85.31,Pro,1,2,0
CUST00746,29,56.27,Basic,0,6,0
CUST00747,27,92.14,Pro,4,6,1
CUST00748,10,92.97,Basic,1,6,0
CUST00749,10,43.72,Pro,0,7,0
CUST00750,42,80.79,Basic,0,10,1
CUST00751,36,109.79,Pro,11,6,1
CUST00752,26,83.69,Pro,0,2,0
CUST00753,15,80.61,Basic,1,6,0
CUST00754,27,37.75,Pro,3,0,0
CUST00755,55,77.07,Premium,6,4,0
CUST00756,60,88.04,Premium,2,5,0
CUST00757,25,98.39,Basic,0,14,0
CUST00758,39,67.7,Basic,1,5,0
CUST00759,34,79.87,Basic,1,6,0
CUST00760,50,49.48,Pro,0,4,1
CUST00761,10,52.31,Premium,4,1,0
CUST00762,23,60.8,Basic,0,3,0
CUST00763,37,46.31,Premium,2,3,0
CUST00764,19,98.83,Pro,0,10,1
CUST00765,5,86.36,Basic,2,4,1
CUST00766,53,76.14,Basic,1,3,0
CUST00767,1,84.85,Pro,0,3,0
CUST00768,12,68.36,Pro,0,5,0
CUST00769,27,89.79,Basic,3,6,0
CUST00770,11,89.98,Pro,2,8,0
CUST00771,26,64.37,Basic,9,11,0
CUST00772,12,80.33,Basic,3,6,1
CUST00773,38,48.13,Premium,1,7,0
CUST00774,34,108.34,Basic,0,2,0
CUST00775,40,78.38,Pro,3,3,0
CUST00776,58,78.62,Pro,1,7,0
CUST00777,2,67.68,Basic,13,7,1
CUST00778,60,76.57,Pro,0,4,0
CUST00779,16,82.0,Premium,4,5,1
CUST00780,44,70.25,Basic,12,9,1
CUST00781,46,86.87,Premium,0,5,1
CUST00782,55,84.66,Basic,2,5,0
CUST00783,31,60.74,Basic,0,6,1
CUST00784,7,99.66,Basic,1,1,0
CUST00785,56,89.92,Pro,10,4,1
CUST00786,46,57.09,Pro,1,6,1
CUST00787,48,81.8,Basic,6,7,1
CUST00788,56,89.35,Basic,5,2,0
CUST00789,1,78.24,Pro,2,6,1
CUST00790,27,107.25,Pro,1,6,1
CUST00791,54,79.74,Basic,1,4,0
CUST00792,3,73.58,Pro,11,4,1
CUST00793,41,80.43,Basic,0,7,0
CUST00794,57,33.17,Basic,12,7,1
CUST00795,12,111.75,Pro,4,10,0
CUST00796,49,85.69,Basic,9,8,1
CUST00797,44,95.11,Pro,3,6,0
CUST00798,48,96.98,Basic,0,4,0
CUST00799,9,104.82,Pro,0,6,0
CUST00800,4,74.34,Basic,3,6,0
CUST00801,6,90.35,Basic,0,5,0
CUST00802,9,65.54,Basic,1,7,0
CUST00803,13,110.87,Pro,0,3,0
CUST00804,47,90.91,Pro,0,9,0
CUST00805,8,37.1,Basic,4,6,1
CUST00806,60,80.21,Basic,4,4,0
CUST00807,32,65.88,Basic,4,6,1
CUST00808,35,94.92,Pro,2,4,0
CUST00809,58,83.75,Premium,1,7,0
CUST00810,23,57.49,Basic,1,4,0
CUST00811,42,84.42,Pro,9,6,1
CUST00812,44,64.09,Premium,40,6,0
CUST00813,28,56.95,Basic,0,11,0
CUST00814,47,55.36,Basic,0,9,0
CUST00815,19,82.45,Basic,2,9,0
CUST00816,17,46.39,Pro,4,7,1
CUST00817,20,89.8,Basic,2,8,1
CUST00818,12,76.26,Basic,1,9,1
CUST00819,38,79.99,Pro,2,10,0
CUST00820,47,71.92,Premium,4,5,0
CUST00821,7,40.49,Basic,0,3,0
CUST00822,59,67.05,Pro,1,3,1
CUST00823,60,92.7,Basic,3,3,0
CUST00824,57,88.62,Basic,0,5,0
CUST00825,31,58.82,Pro,3,8,1
CUST00826,34,56.89,Pro,6,5,0
CUST00827,26,52.8,Basic,3,6,0
CUST00828,26,67.54,Basic,3,6,1
CUST00829,11,100.15,Premium,1,2,0
CUST00830,35,85.23,Premium,0,10,0
CUST00831,28,71.99,Pro,0,17,0
CUST00832,50,100.66,Premium,1,6,0
CUST00833,47,78.46,Pro,2,2,0
CUST00834,37,70.33,Premium,4,10,0
CUST00835,20,70.44,Basic,0,7,0
CUST00836,41,69.89,Basic,4,5,0
CUST00837,36,62.66,Basic,0,5,0
CUST00838,4,64.53,Basic,1,2,0
CUST00839,48,83.01,Pro,1,6,0
CUST00840,19,75.7,Pro,2,10,0
CUST00841,6,86.29,Basic,0,7,0
CUST00842,57,68.43,Premium,1,8,0
CUST00843,18,55.47,Pro,3,4,1
CUST00844,51,91.66,Premium,4,6,1
CUST00845,48,54.31,Basic,0,7,0
CUST00846,49,45.45,Basic,2,2,0
CUST00847,16,46.8,Basic,0,5,0
CUST00848,49,83.58,Basic,8,5,0
CUST00849,51,62.17,Basic,0,7,0
CUST00850,17,65.0,Basic,12,7,0
CUST00851,3,82.42,Basic,0,4,1
CUST00852,56,82.26,Pro,2,5,1
CUST00853,50,115.67,Pro,12,4,0
CUST00854,27,105.04,Basic,0,11,1
CUST00855,53,94.05,Pro,2,4,1
CUST00856,46,110.26,Premium,3,4,0
CUST00857,4,108.94,Pro,0,4,0
CUST00858,19,72.81,Premium,2,10,0
CUST00859,40,91.16,Basic,0,5,0
CUST00860,56,107.38,Basic,1,0,0
CUST00861,52,71.45,Basic,3,9,0
CUST00862,31,60.22,Basic,2,3,1
CUST00863,28,74.78,Basic,7,2,1
CUST00864,3,84.66,Premium,1,4,1
CUST00865,16,49.5,Premium,1,5,0
CUST00866,9,98.45,Basic,1,6,0
CUST00867,26,52.77,Basic,0,5,0
CUST00868,5,96.14,Basic,2,4,0
CUST00869,27,49.37,Pro,0,7,0
CUST00870,43,109.41,Basic,1,0,1
CUST00871,33,98.96,Premium,1,6,0
CUST00872,49,65.54,Basic,1,7,0
CUST00873,50,43.47,Basic,2,11,0
CUST00874,30,94.11,Basic,9,10,1
CUST00875,35,105.3,Basic,0,7,0
CUST00876,15,100.36,Pro,3,5,0
CUST00877,32,123.79,Basic,10,4,0
CUST00878,10,98.8,Pro,0,12,0
CUST00879,24,73.2,Basic,1,3,0
CUST00880,29,44.59,Pro,3,1,1
CUST00881,16,18.93,Basic,3,7,1
CUST00882,46,109.75,Pro,3,3,1
CUST00883,30,90.23,Basic,0,5,0
CUST00884,60,107.61,Basic,5,11,1
CUST00885,54,61.04,Basic,4,8,0
CUST00886,58,66.65,Premium,1,11,0
CUST00887,36,107.09,Basic,0,6,0
CUST00888,49,42.64,Pro,2,9,1
CUST00889,49,40.33,Basic,0,5,0
CUST00890,60,99.47,Basic,1,4,0
CUST00891,16,85.34,Basic,2,2,1
CUST00892,18,94.26,Pro,0,6,1
CUST00893,46,55.33,Pro,1,5,0
CUST00894,54,109.97,Premium,1,6,0
CUST00895,27,37.45,Basic,1,1,1
CUST00896,34,122.82,Pro,4,5,1
CUST00897,16,77.64,Basic,0,8,0
CUST00898,32,98.93,Pro,3,7,0
CUST00899,2,99.92,Pro,2,7,1
CUST00900,47,68.16,Basic,3,5,0
CUST00901,2,61.86,Basic,13,2,1
CUST00902,1,98.51,Pro,1,7,0
CUST00903,24,107.3,Pro,2,6,0
CUST00904,59,91.63,Basic,3,2,1
CUST00905,7,95.94,Basic,1,5,0
CUST00906,14,111.06,Premium,0,7,1
CUST00907,47,65.78,Basic,1,6,0
CUST00908,48,83.02,Pro,2,3,0
CUST00909,13,29.81,Basic,0,2,1
CUST00910,1,60.5,Basic,0,1,0
CUST00911,6,54.91,Pro,0,10,0
CUST00912,46,112.37,Basic,1,3,0
CUST00913,43,60.58,Basic,0,5,1
CUST00914,33,76.73,Pro,25,5,1
CUST00915,59,68.47,Premium,1,4,0
CUST00916,45,65.24,Pro,3,4,0
CUST00917,43,97.32,Pro,3,1,0
CUST00918,12,68.13,Basic,0,1,0
CUST00919,11,89.77,Basic,0,7,0
CUST00920,59,74.34,Basic,0,2,0
CUST00921,46,69.34,Basic,3,9,0
CUST00922,8,32.86,Pro,0,7,1
CUST00923,41,91.07,Basic,1,6,0
CUST00924,34,77.28,Premium,3,4,0
CUST00925,10,69.24,Basic,0,8,0
CUST00926,2,76.43,Basic,1,4,0
CUST00927,35,94.15,Basic,0,2,0
CUST00928,21,63.51,Basic,16,1,1
CUST00929,60,83.63,Basic,1,8,1
CUST00930,34,79.51,Pro,4,2,0
CUST00931,20,68.9,Pro,1,3,0
CUST00932,45,75.42,Basic,0,3,0
CUST00933,60,37.25,Basic,0,6,0
CUST00934,49,69.66,Pro,2,4,1
CUST00935,19,65.07,Basic,1,11,0
CUST00936,48,86.11,Basic,4,2,1
CUST00937,55,83.58,Basic,0,6,0
CUST00938,36,92.46,Pro,2,5,0
CUST00939,32,77.19,Basic,0,10,0
CUST00940,3,71.76,Pro,3,5,0
CUST00941,30,116.5,Premium,0,7,0
CUST00942,18,68.85,Basic,1,6,0
CUST00943,11,76.86,Basic,2,4,0
CUST00944,29,99.03,Pro,1,13,0
CUST00945,23,87.07,Basic,2,6,0
CUST00946,8,86.56,Basic,6,4,1
CUST00947,57,96.09,Basic,3,4,0
CUST00948,21,48.46,Premium,3,9,1
CUST00949,33,70.17,Premium,3,2,1
CUST00950,53,46.85,Premium,4,12,0
CUST00951,15,75.28,Basic,2,6,0
CUST00952,39,104.09,Basic,0,7,0
CUST00953,59,63.92,Premium,9,3,0
CUST00954,38,93.33,Basic,4,3,0
CUST00955,18,89.78,Pro,0,1,0
CUST00956,15,74.35,Basic,2,8,1
CUST00957,12,95.0,Basic,4,3,0
CUST00958,31,106.85,Basic,6,9,1
CUST00959,24,109.18,Basic,1,3,1
CUST00960,1,85.48,Pro,1,3,0
CUST00961,14,95.95,Basic,5,3,0
CUST00962,32,76.27,Basic,1,6,0
CUST00963,48,95.01,Basic,0,5,0
CUST00964,41,135.79,Basic,7,1,0
CUST00965,20,97.7,Premium,1,9,0
CUST00966,2,84.04,Pro,0,8,0
CUST00967,9,53.59,Basic,1,5,0
CUST00968,43,105.43,Pro,0,6,0
CUST00969,29,60.71,Basic,2,11,0
CUST00970,41,84.81,Basic,1,4,0
CUST00971,59,71.05,Pro,1,8,0
CUST00972,5,58.35,Basic,1,10,0
CUST00973,13,72.2,Pro,0,4,0
CUST00974,59,108.2,Premium,3,1,0
CUST00975,22,52.87,Pro,0,8,0
CUST00976,44,108.29,Basic,0,6,1
CUST00977,46,82.83,Basic,1,8,0
CUST00978,37,67.8,Basic,0,4,1
CUST00979,9,99.08,Basic,0,9,0
CUST00980,28,95.66,Basic,0,2,0
CUST00981,20,84.75,Basic,3,5,0
CUST00982,47,97.11,Basic,1,1,0
CUST00983,52,57.3,Pro,5,7,0
CUST00984,58,115.5,Basic,0,5,0
CUST00985,9,61.84,Pro,0,5,0
CUST00986,36,71.7,Basic,0,9,0
CUST00987,11,101.93,Premium,1,5,0
CUST00988,46,76.91,Basic,0,3,0
CUST00989,7,101.82,Basic,5,7,1
CUST00990,24,115.92,Basic,2,9,0
CUST00991,46,85.33,Basic,3,5,0
CUST00992,51,81.93,Premium,2,4,0
CUST00993,37,117.03,Pro,7,6,1
CUST00994,11,57.43,Premium,2,8,1
CUST00995,47,93.91,Premium,1,5,0
CUST00996,31,63.65,Pro,0,4,1
CUST00997,32,85.47,Pro,0,5,0
CUST00998,40,43.04,Basic,2,4,0
CUST00999,29,86.58,Basic,0,5,0
CUST01000,29,96.92,Pro,0,2,0
CUST01001,48,55.43,Basic,17,9,1
CUST01002,51,111.66,Basic,1,5,0
CUST01003,16,80.82,Basic,0,7,1
CUST01004,17,59.48,Pro,0,1,0
CUST01005,41,89.91,Pro,1,9,1
CUST01006,28,95.31,Pro,2,8,0
CUST01007,25,87.77,Basic,0,5,1
CUST01008,27,132.62,Pro,9,4,0
CUST01009,38,72.84,Basic,2,7,0
CUST01010,26,41.51,Premium,2,5,0
CUST01011,21,79.64,Pro,0,8,0
CUST01012,28,94.77,Pro,3,6,0
CUST01013,30,71.56,Premium,2,9,0
CUST01014,38,93.21,Basic,3,6,1
CUST01015,43,59.74,Basic,14,6,1
CUST01016,26,76.56,Pro,1,7,0
CUST01017,24,95.38,Basic,0,6,0
CUST01018,9,63.45,Pro,1,4,0
CUST01019,12,94.53,Pro,5,3,1
CUST01020,48,67.03,Basic,14,4,1
CUST01021,36,49.52,Basic,1,10,0
CUST01022,18,76.22,Premium,4,5,1
CUST01023,48,88.8,Premium,11,2,1
CUST01024,50,66.66,Premium,0,5,0
CUST01025,38,72.82,Pro,1,4,1
CUST01026,5,89.48,Premium,0,9,1
CUST01027,50,96.38,Basic,5,3,0
CUST01028,7,35.76,Basic,1,2,0
CUST01029,59,76.38,Premium,0,10,0
CUST01030,53,102.47,Pro,1,8,0
CUST01031,10,74.75,Pro,1,6,0
CUST01032,33,78.06,Premium,1,5,0
CUST01033,12,61.0,Basic,1,2,0
CUST01034,34,103.2,Basic,0,5,0
CUST01035,15,89.04,Pro,4,3,0
CUST01036,49,93.19,Pro,0,8,0
CUST01037,55,75.45,Basic,2,11,0
CUST01038,32,101.59,Pro,1,5,1
CUST01039,50,81.27,Pro,2,2,1
CUST01040,45,75.15,Pro,0,8,0
CUST01041,6,61.32,Premium,0,3,0
CUST01042,17,59.2,Basic,2,4,1
CUST01043,4,79.59,Basic,1,8,0
CUST01044,34,58.59,Basic,3,4,0
CUST01045,24,70.86,Pro,4,5,1
CUST01046,31,88.3,Pro,2,2,1
CUST01047,5,95.61,Pro,0,4,0
CUST01048,49,103.66,Basic,0,4,1
CUST01049,26,72.93,Premium,0,6,0
CUST01050,43,54.75,Basic,0,8,0
CUST01051,39,91.26,Basic,3,6,1
CUST01052,1,59.54,Basic,0,5,1
CUST01053,10,27.08,Basic,4,7,1
CUST01054,38,85.0,Basic,0,7,0
CUST01055,22,53.8,Pro,5,3,0
CUST01056,32,99.22,Premium,2,5,0
CUST01057,14,112.55,Basic,0,1,0
CUST01058,5,46.72,Basic,0,4,0
CUST01059,3,80.93,Pro,2,2,1
CUST01060,36,51.66,Basic,8,7,0
CUST01061,54,100.38,Basic,0,6,0
CUST01062,33,93.67,Pro,1,3,0
CUST01063,43,103.58,Basic,1,11,0
CUST01064,19,114.99,Basic,0,3,0
CUST01065,2,89.31,Pro,1,6,1
CUST01066,48,110.98,Pro,0,10,0
CUST01067,15,70.83,Basic,2,7,0
CUST01068,21,70.37,Basic,3,8,0
CUST01069,23,61.64,Basic,19,4,1
CUST01070,37,67.79,Basic,4,11,0
CUST01071,5,98.66,Premium,0,3,0
CUST01072,23,53.19,Premium,1,4,1
CUST01073,36,75.65,Basic,0,5,0
CUST01074,13,122.68,Pro,1,3,0
CUST01075,53,65.14,Pro,5,6,0
CUST01076,24,117.3,Premium,1,4,1
CUST01077,12,73.68,Pro,0,5,0
CUST01078,24,75.89,Pro,1,8,0
CUST01079,21,79.25,Pro,11,3,1
CUST01080,7,98.59,Basic,0,5,0
CUST01081,11,95.93,Basic,1,7,0
CUST01082,52,73.18,Basic,2,2,0
CUST01083,31,45.51,Basic,0,8,0
CUST01084,11,99.21,Basic,5,4,0
CUST01085,10,112.89,Pro,0,5,0
CUST01086,36,38.44,Pro,2,6,1
CUST01087,3,58.43,Pro,0,2,0
CUST01088,52,71.23,Premium,0,4,0
CUST01089,51,48.46,Basic,3,7,1
CUST01090,42,57.22,Basic,7,5,0
CUST01091,15,80.44,Premium,4,7,0
CUST01092,22,73.78,Basic,7,2,1
CUST01093,26,89.25,Basic,0,3,0
CUST01094,25,95.68,Premium,1,2,0
CUST01095,34,59.85,Basic,0,6,0
CUST01096,49,102.43,Basic,10,4,0
CUST01097,25,80.33,Premium,1,4,1
CUST01098,19,69.88,Pro,0,6,1
CUST01099,28,103.3,Basic,0,7,0
CUST01100,53,77.34,Pro,1,4,0
CUST01101,54,52.44,Premium,13,7,1
CUST01102,16,79.29,Basic,2,3,0
CUST01103,56,74.99,Basic,3,4,0
CUST01104,24,88.12,Basic,1,6,0
CUST01105,9,73.89,Pro,0,2,0
CUST01106,15,84.83,Basic,1,9,1
CUST01107,57,42.32,Basic,4,4,1
CUST01108,9,111.81,Pro,5,3,1
CUST01109,23,82.24,Pro,0,2,0
CUST01110,56,66.66,Pro,0,6,0
CUST01111,36,85.21,Basic,1,9,1
CUST01112,52,64.87,Pro,1,9,0
CUST01113,33,75.3,Basic,0,6,0
CUST01114,21,133.91,Basic,1,14,0
CUST01115,21,76.43,Basic,0,3,0
CUST01116,39,83.44,Premium,0,5,0
CUST01117,36,64.9,Basic,2,0,1
CUST01118,1,63.33,Premium,0,5,1
CUST01119,36,99.12,Pro,5,2,1
CUST01120,18,60.12,Premium,0,9,0
CUST01121,19,105.37,Pro,0,10,0
CUST01122,13,84.46,Basic,2,7,0
CUST01123,44,76.9,Pro,1,6,0
CUST01124,43,52.78,Basic,6,10,1
CUST01125,53,107.56,Pro,0,3,0
CUST01126,18,89.47,Basic,1,6,1
CUST01127,37,61.85,Basic,0,8,0
CUST01128,36,72.23,Basic,0,8,1
CUST01129,14,86.86,Pro,0,3,0
CUST01130,57,80.63,Pro,3,6,0
CUST01131,33,74.07,Premium,9,3,1
CUST01132,58,62.0,Pro,5,5,1
CUST01133,9,83.78,Basic,0,10,0
CUST01134,53,82.23,Premium,5,7,1
CUST01135,21,69.63,Pro,3,3,0
CUST01136,47,64.66,Pro,1,3,0
CUST01137,9,114.72,Pro,2,2,0
CUST01138,43,84.41,Premium,8,7,0
CUST01139,3,106.42,Premium,1,3,1
CUST01140,56,100.62,Basic,2,2,0
CUST01141,51,76.55,Pro,4,3,0
CUST01142,34,78.08,Pro,0,6,0
CUST01143,37,76.13,Pro,0,7,0
CUST01144,60,98.44,Pro,1,4,0
CUST01145,46,51.75,Basic,5,4,1
CUST01146,46,91.4,Basic,3,6,1
CUST01147,8,72.25,Basic,1,0,0
CUST01148,7,53.64,Premium,0,4,1
CUST01149,44,106.43,Pro,1,2,1
CUST01150,24,70.38,Premium,5,4,1
CUST01151,42,92.43,Basic,0,7,1
CUST01152,29,105.82,Basic,2,5,1
CUST01153,24,57.22,Pro,6,4,1
CUST01154,13,95.39,Pro,3,2,1
CUST01155,31,101.8,Basic,0,7,0
CUST01156,9,99.53,Basic,13,6,0
CUST01157,35,105.98,Pro,2,2,1
CUST01158,2,64.88,Basic,0,6,0
CUST01159,45,46.13,Pro,2,1,0
CUST01160,23,106.14,Basic,5,6,0
CUST01161,35,79.81,Pro,0,13,0
CUST01162,54,99.73,Basic,0,4,0
CUST01163,12,121.28,Basic,0,7,0
CUST01164,54,84.56,Basic,2,2,0
CUST01165,10,64.46,Pro,1,4,0
CUST01166,25,91.57,Premium,1,12,1
CUST01167,22,76.94,Pro,2,2,0
CUST01168,17,50.3,Basic,8,2,1
CUST01169,35,81.49,Pro,15,5,1
CUST01170,40,89.55,Basic,1,3,0
CUST01171,34,90.05,Pro,0,3,0
CUST01172,19,98.23,Pro,1,9,0
CUST01173,12,92.07,Basic,1,7,1
CUST01174,43,69.69,Basic,0,5,0
CUST01175,35,79.92,Basic,2,9,0
CUST01176,6,76.98,Basic,29,1,1
CUST01177,12,79.22,Pro,3,5,0
CUST01178,47,77.82,Pro,2,2,0
CUST01179,53,130.93,Premium,6,5,1
CUST01180,56,79.92,Basic,1,1,0
CUST01181,52,95.25,Pro,11,7,1
CUST01182,45,89.93,Premium,0,5,0
CUST01183,49,94.53,Basic,0,8,0
CUST01184,36,71.57,Premium,4,5,0
CUST01185,39,66.87,Pro,1,8,0
CUST01186,51,52.91,Basic,5,5,0
CUST01187,19,77.03,Pro,3,5,1
CUST01188,54,134.25,Basic,0,5,0
CUST01189,9,79.19,Premium,1,6,1
CUST01190,32,84.06,Basic,4,5,0
CUST01191,21,75.87,Pro,2,6,1
CUST01192,59,73.61,Basic,3,7,0
CUST01193,19,75.87,Basic,0,5,0
CUST01194,55,70.16,Premium,1,6,0
CUST01195,25,38.61,Basic,1,9,0
CUST01196,9,86.61,Basic,1,4,0
CUST01197,54,101.26,Pro,3,7,0
CUST01198,59,36.37,Basic,0,5,0
CUST01199,39,61.1,Premium,4,9,1
CUST01200,30,62.59,Basic,0,4,0
CUST01201,12,91.02,Basic,0,5,0
CUST01202,50,109.1,Premium,5,7,0
CUST01203,58,90.07,Pro,2,5,0
CUST01204,47,102.43,Premium,1,5,1
CUST01205,28,81.89,Premium,2,4,0
CUST01206,22,86.72,Pro,3,6,1
CUST01207,33,65.78,Premium,0,5,0
CUST01208,1,58.09,Pro,3,5,0
CUST01209,59,77.39,Pro,3,5,0
CUST01210,45,74.43,Basic,1,4,0
CUST01211,15,90.3,Pro,10,3,1
CUST01212,34,70.3,Basic,2,4,0
CUST01213,25,58.3,Pro,0,8,1
CUST01214,55,34.53,Premium,0,2,0
CUST01215,11,61.63,Pro,0,4,0
CUST01216,14,63.3,Basic,5,1,1
CUST01217,7,78.95,Basic,2,2,0
CUST01218,39,63.73,Basic,12,4,1
CUST01219,19,93.18,Pro,3,8,1
CUST01220,4,77.56,Premium,2,7,0
CUST01221,34,121.25,Basic,1,4,0
CUST01222,20,76.13,Pro,0,7,0
CUST01223,20,89.63,Pro,6,4,0
CUST01224,15,58.79,Premium,4,1,0
CUST01225,38,57.33,Premium,1,6,0
CUST01226,41,47.15,Pro,1,2,0
CUST01227,42,43.54,Basic,0,8,0
CUST01228,4,99.83,Premium,0,7,0
CUST01229,58,65.76,Basic,1,6,1
CUST01230,11,71.47,Pro,2,6,1
CUST01231,35,99.06,Pro,2,3,1
CUST01232,52,44.94,Basic,3,2,1
CUST01233,4,77.18,Pro,2,7,0
CUST01234,41,58.75,Pro,1,2,0
CUST01235,15,90.37,Pro,2,5,0
CUST01236,29,91.0,Basic,1,7,0
CUST01237,36,96.34,Pro,2,3,0
CUST01238,2,89.85,Pro,0,2,0
CUST01239,58,26.49,Pro,1,3,0
CUST01240,8,109.52,Pro,4,1,0
CUST01241,6,92.18,Basic,0,5,0
CUST01242,34,95.76,Basic,6,4,1
CUST01243,37,74.54,Basic,5,3,0
CUST01244,21,58.67,Basic,0,11,0
CUST01245,29,94.12,Pro,2,6,0
CUST01246,41,66.34,Premium,0,9,0
CUST01247,48,98.35,Pro,3,8,0
CUST01248,55,78.44,Basic,8,6,0
CUST01249,54,92.39,Pro,3,9,0
CUST01250,53,116.82,Basic,0,3,0
CUST01251,48,49.85,Pro,2,5,0
CUST01252,14,68.65,Basic,0,4,0
CUST01253,50,92.98,Pro,0,10,0
CUST01254,43,49.62,Basic,1,2,0
CUST01255,14,70.12,Pro,5,5,0
CUST01256,49,77.42,Pro,0,10,0
CUST01257,12,68.74,Premium,0,5,0
CUST01258,17,51.69,Pro,1,6,0
CUST01259,29,70.72,Pro,11,8,0
CUST01260,24,83.69,Pro,6,7,1
CUST01261,50,114.68,Basic,1,10,0
CUST01262,17,74.11,Basic,5,7,1
CUST01263,24,85.14,Pro,4,1,1
CUST01264,23,19.13,Basic,3,7,1
CUST01265,14,72.94,Pro,2,5,1
