application_id,application_quarter,credit_score,debt_to_income,loan_amount,applicant_tenure_years,defaulted
APP00515,2024-Q2,638,0.345,21430.0,5,0
APP00516,2024-Q2,773,0.346,30850.0,3,0
APP00517,2024-Q2,680,0.564,9061.0,3,1
APP00518,2024-Q2,683,0.379,23694.0,11,0
APP00519,2024-Q2,573,0.357,12523.0,0,1
APP00520,2024-Q2,667,0.269,20691.0,3,1
APP00521,2024-Q2,735,0.346,7313.0,1,0
APP00522,2024-Q2,664,0.35,15826.0,1,0
APP00523,2024-Q2,622,0.492,16688.0,6,0
APP00524,2024-Q2,680,0.433,13159.0,9,0
APP00525,2024-Q2,560,0.49,21485.0,5,1
APP00526,2024-Q2,634,0.427,18760.0,11,0
APP00527,2024-Q2,699,0.319,15870.0,2,0
APP00528,2024-Q2,695,0.189,15125.0,5,0
APP00529,2024-Q2,715,0.261,20867.0,2,1
APP00530,2024-Q2,658,0.345,23516.0,2,0
APP00531,2024-Q2,625,0.542,22841.0,6,1
APP00532,2024-Q2,628,0.416,13636.0,9,1
APP00533,2024-Q2,661,0.483,11250.0,3,0
APP00534,2024-Q2,525,0.24,6489.0,3,1
APP00535,2024-Q2,576,0.277,13642.0,5,0
APP00536,2024-Q2,678,0.448,18825.0,2,0
APP00537,2024-Q2,686,0.342,11786.0,4,1
APP00538,2024-Q2,652,0.431,24998.0,8,1
APP00539,2024-Q2,615,0.401,16583.0,7,0
APP00540,2024-Q2,594,0.402,19871.0,11,1
APP00541,2024-Q2,647,0.297,20503.0,2,0
APP00542,2024-Q2,650,0.395,17748.0,0,0
APP00543,2024-Q2,667,0.557,24115.0,7,0
APP00544,2024-Q2,652,0.269,13609.0,9,0
APP00545,2024-Q2,591,0.245,22271.0,0,0
APP00546,2024-Q2,666,0.142,22748.0,6,0
APP00547,2024-Q2,618,0.403,24695.0,5,0
APP00548,2024-Q2,553,0.339,6655.0,2,1
APP00549,2024-Q2,625,0.418,25791.0,11,0
APP00550,2024-Q2,652,0.27,16380.0,0,1
APP00551,2024-Q2,637,0.363,28598.0,10,1
APP00552,2024-Q2,684,0.355,8490.0,0,0
APP00553,2024-Q2,569,0.407,7709.0,11,0
APP00554,2024-Q2,577,0.554,17229.0,11,1
APP00555,2024-Q2,661,0.358,21029.0,6,0
APP00556,2024-Q2,525,0.403,13409.0,6,1
APP00557,2024-Q2,681,0.143,15144.0,6,1
APP00558,2024-Q2,658,0.384,22326.0,4,0
APP00559,2024-Q2,666,0.276,22459.0,1,0
APP00560,2024-Q2,562,0.388,16323.0,3,0
APP00561,2024-Q2,717,0.29,20908.0,5,1
APP00562,2024-Q2,768,0.371,15198.0,11,0
APP00563,2024-Q2,631,0.374,12479.0,4,1
APP00564,2024-Q2,670,0.416,24655.0,2,0
APP00565,2024-Q2,703,0.36,20948.0,5,0
APP00566,2024-Q2,654,0.515,19492.0,9,1
APP00567,2024-Q2,631,0.388,27771.0,1,1
APP00568,2024-Q2,629,0.596,16020.0,2,0
APP00569,2024-Q2,595,0.469,16415.0,3,1
APP00570,2024-Q2,609,0.498,22711.0,9,0
APP00571,2024-Q2,713,0.388,12357.0,9,1
APP00572,2024-Q2,670,0.322,26200.0,6,0
APP00573,2024-Q2,563,0.524,22313.0,6,0
APP00574,2024-Q2,673,0.26,15477.0,7,1
APP00575,2024-Q2,625,0.49,31917.0,7,0
APP00576,2024-Q2,685,0.346,12549.0,3,0
APP00577,2024-Q2,658,0.457,19981.0,0,0
APP00578,2024-Q2,627,0.16,25480.0,8,0
APP00579,2024-Q2,718,0.518,23785.0,9,0
APP00580,2024-Q2,563,0.424,21854.0,9,0
APP00581,2024-Q2,726,0.413,20140.0,6,0
APP00582,2024-Q2,774,0.412,19748.0,5,0
APP00583,2024-Q2,643,0.437,9336.0,6,0
APP00584,2024-Q2,784,0.324,28577.0,6,0
APP00585,2024-Q2,665,0.438,25350.0,5,0
APP00586,2024-Q2,607,0.512,30075.0,6,1
APP00587,2024-Q2,593,0.29,14602.0,10,1
APP00588,2024-Q2,692,0.295,11388.0,7,0
APP00589,2024-Q2,694,0.27,22556.0,5,0
APP00590,2024-Q2,742,0.45,25671.0,1,0
APP00591,2024-Q2,504,0.464,18704.0,7,1
APP00592,2024-Q2,660,0.293,7767.0,9,0
APP00593,2024-Q2,691,0.315,21222.0,5,0
APP00594,2024-Q2,619,0.252,21491.0,11,0
APP00595,2024-Q2,576,0.109,19007.0,10,1
APP00596,2024-Q2,607,0.344,14372.0,10,1
APP00597,2024-Q2,580,0.404,14504.0,8,0
APP00598,2024-Q2,718,0.163,22383.0,4,0
APP00599,2024-Q2,569,0.557,13497.0,4,1
APP00600,2024-Q2,581,0.453,24981.0,8,1
APP00601,2024-Q2,647,0.394,17236.0,2,0
APP00602,2024-Q2,714,0.336,16163.0,7,0
APP00603,2024-Q2,797,0.413,26134.0,7,0
APP00604,2024-Q2,573,0.397,22800.0,5,1
APP00605,2024-Q2,707,0.31,13850.0,3,0
APP00606,2024-Q2,675,0.356,17178.0,4,0
APP00607,2024-Q2,685,0.304,17004.0,3,0
APP00608,2024-Q2,594,0.46,12916.0,4,1
APP00609,2024-Q2,611,0.422,23810.0,8,1
APP00610,2024-Q2,617,0.5,18269.0,2,0
APP00611,2024-Q2,623,0.187,12417.0,6,0
APP00612,2024-Q2,661,0.349,22685.0,7,0
APP00613,2024-Q2,589,0.381,13460.0,3,1
APP00614,2024-Q2,651,0.384,17102.0,9,0
APP00615,2024-Q2,769,0.343,17940.0,10,0
APP00616,2024-Q2,723,0.269,7383.0,4,0
APP00617,2024-Q2,584,0.343,18395.0,2,1
APP00618,2024-Q2,584,0.35,34357.0,9,0
APP00619,2024-Q2,705,0.445,20384.0,7,0
APP00620,2024-Q2,717,0.431,18400.0,1,0
APP00621,2024-Q2,615,0.49,7978.0,2,1
APP00622,2024-Q2,630,0.477,16278.0,2,0
APP00623,2024-Q2,569,0.42,21231.0,2,0
APP00624,2024-Q2,678,0.398,16221.0,10,0
APP00625,2024-Q2,633,0.355,15335.0,0,1
APP00626,2024-Q2,687,0.298,15657.0,7,0
APP00627,2024-Q2,724,0.371,16904.0,1,0
APP00628,2024-Q2,675,0.286,12895.0,0,1
APP00629,2024-Q2,610,0.545,16354.0,4,1
APP00630,2024-Q2,727,0.473,20958.0,8,1
APP00631,2024-Q2,610,0.214,14264.0,11,0
APP00632,2024-Q2,677,0.433,23589.0,6,1
APP00633,2024-Q2,759,0.284,22547.0,2,0
APP00634,2024-Q2,695,0.23,13505.0,0,0
APP00635,2024-Q2,590,0.345,17428.0,1,1
APP00636,2024-Q2,655,0.223,21335.0,1,1
APP00637,2024-Q2,716,0.336,18068.0,3,0
APP00638,2024-Q2,663,0.445,16422.0,10,0
APP00639,2024-Q2,655,0.285,17048.0,11,0
APP00640,2024-Q3,805,0.347,12686.0,8,0
APP00641,2024-Q3,724,0.379,29608.0,10,0
APP00642,2024-Q3,573,0.201,29450.0,3,0
APP00643,2024-Q3,748,0.465,11440.0,4,1
APP00644,2024-Q3,648,0.432,5868.0,9,0
APP00645,2024-Q3,677,0.575,10135.0,6,0
APP00646,2024-Q3,739,0.527,19925.0,3,0
APP00647,2024-Q3,655,0.217,21025.0,1,0
APP00648,2024-Q3,656,0.222,5401.0,0,0
APP00649,2024-Q3,675,0.276,13488.0,1,0
APP00650,2024-Q3,626,0.439,12646.0,8,0
APP00651,2024-Q3,686,0.327,20481.0,5,0
APP00652,2024-Q3,650,0.563,15777.0,6,1
APP00653,2024-Q3,701,0.441,23816.0,6,0
APP00654,2024-Q3,634,0.338,14707.0,5,0
APP00655,2024-Q3,707,0.421,11637.0,6,0
APP00656,2024-Q3,581,0.27,23242.0,10,0
APP00657,2024-Q3,668,0.429,20988.0,1,0
APP00658,2024-Q3,633,0.457,21919.0,1,0
APP00659,2024-Q3,685,0.282,3020.0,7,1
APP00660,2024-Q3,623,0.4,22049.0,5,0
APP00661,2024-Q3,637,0.05,21512.0,4,0
APP00662,2024-Q3,596,0.517,20612.0,8,0
APP00663,2024-Q3,647,0.386,14016.0,8,1
APP00664,2024-Q3,581,0.405,21065.0,4,1
APP00665,2024-Q3,713,0.314,19093.0,7,0
APP00666,2024-Q3,680,0.275,11273.0,5,0
APP00667,2024-Q3,679,0.458,23508.0,9,0
APP00668,2024-Q3,678,0.194,20022.0,4,0
APP00669,2024-Q3,649,0.231,24123.0,1,0
APP00670,2024-Q3,650,0.375,18495.0,9,0
APP00671,2024-Q3,703,0.276,29628.0,6,0
APP00672,2024-Q3,630,0.274,22825.0,10,0
APP00673,2024-Q3,636,0.452,13816.0,10,0
APP00674,2024-Q3,644,0.309,17175.0,10,0
APP00675,2024-Q3,602,0.399,26502.0,11,1
APP00676,2024-Q3,562,0.543,20604.0,1,1
APP00677,2024-Q3,646,0.497,22847.0,6,0
APP00678,2024-Q3,650,0.251,10583.0,9,0
APP00679,2024-Q3,471,0.46,20544.0,4,0
APP00680,2024-Q3,841,0.146,20672.0,9,0
APP00681,2024-Q3,722,0.331,14553.0,11,0
APP00682,2024-Q3,681,0.503,16233.0,1,0
APP00683,2024-Q3,680,0.372,21417.0,7,1
APP00684,2024-Q3,642,0.13,18052.0,1,0
APP00685,2024-Q3,737,0.426,23719.0,9,0
APP00686,2024-Q3,608,0.351,16679.0,5,0
APP00687,2024-Q3,664,0.322,16982.0,0,1
APP00688,2024-Q3,700,0.53,22786.0,2,0
APP00689,2024-Q3,692,0.43,26435.0,1,1
APP00690,2024-Q3,743,0.316,25748.0,10,1
APP00691,2024-Q3,619,0.287,9345.0,2,0
APP00692,2024-Q3,645,0.244,11052.0,7,0
APP00693,2024-Q3,710,0.303,22093.0,1,1
APP00694,2024-Q3,624,0.455,22583.0,11,0
APP00695,2024-Q3,668,0.329,21833.0,8,0
APP00696,2024-Q3,561,0.221,17499.0,5,1
APP00697,2024-Q3,632,0.287,22137.0,4,0
APP00698,2024-Q3,607,0.407,20003.0,6,0
APP00699,2024-Q3,565,0.149,27404.0,4,1
APP00700,2024-Q3,711,0.171,18022.0,0,0
APP00701,2024-Q3,588,0.168,20549.0,0,0
APP00702,2024-Q3,637,0.246,10260.0,7,0
APP00703,2024-Q3,632,0.177,12542.0,6,0
APP00704,2024-Q3,586,0.335,25869.0,1,0
APP00705,2024-Q3,647,0.282,17220.0,2,0
APP00706,2024-Q3,732,0.306,7697.0,9,0
APP00707,2024-Q3,662,0.346,11597.0,3,0
APP00708,2024-Q3,631,0.455,27484.0,10,0
APP00709,2024-Q3,670,0.389,16778.0,7,0
APP00710,2024-Q3,677,0.389,9793.0,5,0
APP00711,2024-Q3,615,0.484,12169.0,4,1
APP00712,2024-Q3,545,0.448,22005.0,10,1
APP00713,2024-Q3,611,0.239,28623.0,1,1
APP00714,2024-Q3,656,0.328,20105.0,3,0
APP00715,2024-Q3,603,0.391,16029.0,0,1
APP00716,2024-Q3,682,0.423,20027.0,6,0
APP00717,2024-Q3,604,0.495,21739.0,5,0
APP00718,2024-Q3,692,0.232,10738.0,7,0
APP00719,2024-Q3,731,0.294,14718.0,6,0
APP00720,2024-Q3,624,0.341,23230.0,6,0
APP00721,2024-Q3,607,0.335,17801.0,3,0
APP00722,2024-Q3,515,0.284,19218.0,5,1
APP00723,2024-Q3,617,0.341,21255.0,6,0
APP00724,2024-Q3,595,0.281,17212.0,6,0
APP00725,2024-Q3,715,0.444,13231.0,8,0
APP00726,2024-Q3,748,0.545,18831.0,10,0
APP00727,2024-Q3,615,0.519,19907.0,11,1
APP00728,2024-Q3,601,0.239,14985.0,11,1
APP00729,2024-Q3,699,0.292,13616.0,8,1
APP00730,2024-Q3,651,0.426,13646.0,7,0
APP00731,2024-Q3,724,0.3,7474.0,9,0
APP00732,2024-Q3,563,0.394,26695.0,11,1
APP00733,2024-Q3,534,0.456,18560.0,9,1
APP00734,2024-Q3,625,0.421,14391.0,5,0
APP00735,2024-Q3,657,0.224,23497.0,2,0
APP00736,2024-Q3,656,0.418,19602.0,8,0
APP00737,2024-Q3,613,0.267,2000.0,9,0
APP00738,2024-Q3,781,0.517,24883.0,3,0
APP00739,2024-Q3,649,0.375,15089.0,4,1
APP00740,2024-Q3,663,0.438,6753.0,1,0
APP00741,2024-Q3,663,0.356,29067.0,1,0
APP00742,2024-Q3,600,0.378,29789.0,9,0
APP00743,2024-Q3,679,0.412,27163.0,9,0
APP00744,2024-Q3,713,0.374,14572.0,2,0
APP00745,2024-Q3,611,0.446,24860.0,11,0
APP00746,2024-Q3,566,0.457,15938.0,6,1
APP00747,2024-Q3,606,0.466,23454.0,11,0
APP00748,2024-Q3,723,0.391,24165.0,1,0
APP00749,2024-Q3,665,0.392,19339.0,3,1
APP00750,2024-Q3,753,0.462,14619.0,0,0
APP00751,2024-Q3,723,0.39,19425.0,6,0
APP00752,2024-Q3,637,0.309,14243.0,9,0
APP00753,2024-Q3,627,0.375,22392.0,2,1
APP00754,2024-Q3,759,0.432,20384.0,6,0
APP00755,2024-Q3,649,0.402,15514.0,1,0
APP00756,2024-Q3,726,0.456,10705.0,0,0
APP00757,2024-Q3,671,0.465,20863.0,9,0
APP00758,2024-Q3,687,0.258,20723.0,10,0
APP00759,2024-Q3,654,0.588,24301.0,6,0
APP00760,2024-Q3,587,0.203,16226.0,4,0
APP00761,2024-Q3,701,0.217,9528.0,0,0
APP00762,2024-Q3,554,0.339,22048.0,0,1
APP00763,2024-Q3,512,0.375,18980.0,1,1
APP00764,2024-Q3,704,0.373,17182.0,10,0
APP00765,2024-Q3,630,0.46,17944.0,0,0
APP00766,2024-Q3,536,0.415,12416.0,9,1
APP00767,2024-Q3,566,0.409,8258.0,5,0
APP00768,2024-Q3,676,0.254,8437.0,2,0
APP00769,2024-Q3,727,0.283,17821.0,11,0
APP00770,2024-Q3,534,0.323,13536.0,2,1
APP00771,2024-Q3,550,0.246,16901.0,3,1
APP00772,2024-Q3,664,0.341,21749.0,8,0
APP00773,2024-Q3,609,0.353,17640.0,7,1
APP00774,2024-Q3,563,0.42,8846.0,9,1
APP00775,2024-Q3,686,0.387,11861.0,11,0
APP00776,2024-Q3,554,0.401,16627.0,6,1
APP00777,2024-Q3,639,0.264,17518.0,1,0
APP00778,2024-Q3,645,0.422,18950.0,6,0
APP00779,2024-Q3,786,0.25,24459.0,0,0
APP00780,2024-Q3,587,0.294,18141.0,5,0
APP00781,2024-Q3,610,0.25,18116.0,7,0
APP00782,2024-Q3,664,0.38,19899.0,3,0
APP00783,2024-Q3,702,0.276,13144.0,6,0
APP00784,2024-Q3,804,0.265,17564.0,4,0
APP00785,2024-Q3,726,0.622,17935.0,6,0
APP00786,2024-Q3,658,0.274,19142.0,6,0
APP00787,2024-Q3,698,0.463,10337.0,0,0
APP00788,2024-Q3,629,0.357,23645.0,2,0
APP00789,2024-Q3,672,0.142,21793.0,2,0
APP00790,2024-Q3,674,0.147,16967.0,0,0
APP00791,2024-Q3,626,0.397,10586.0,7,0
APP00792,2024-Q3,734,0.274,19148.0,0,0
APP00793,2024-Q3,619,0.468,15732.0,9,0
APP00794,2024-Q3,720,0.335,24256.0,0,0
APP00795,2024-Q3,638,0.319,15822.0,2,1
APP00796,2024-Q3,524,0.346,15416.0,4,1
APP00797,2024-Q3,679,0.329,11587.0,5,0
APP00798,2024-Q3,596,0.05,16213.0,6,1
APP00799,2024-Q3,778,0.364,23837.0,11,0
APP00800,2024-Q3,688,0.237,14207.0,3,1
APP00801,2024-Q3,696,0.383,29030.0,6,1
APP00802,2024-Q3,604,0.632,14911.0,10,0
APP00803,2024-Q3,755,0.502,25942.0,2,0
APP00804,2024-Q3,661,0.377,30984.0,6,0
APP00805,2024-Q3,660,0.483,13009.0,4,0
APP00806,2024-Q3,610,0.238,6804.0,2,0
APP00807,2024-Q3,633,0.443,15031.0,10,1
APP00808,2024-Q3,724,0.255,12564.0,3,1
APP00809,2024-Q3,588,0.392,15397.0,9,1
APP00810,2024-Q3,589,0.299,17553.0,9,0
APP00811,2024-Q3,729,0.403,17282.0,2,0
APP00812,2024-Q3,539,0.435,24381.0,10,1
APP00813,2024-Q3,688,0.443,15532.0,2,0
APP00814,2024-Q3,589,0.644,28546.0,3,1
APP00815,2024-Q3,596,0.235,15412.0,2,0
APP00816,2024-Q3,695,0.324,17445.0,5,1
APP00817,2024-Q3,652,0.309,21921.0,4,1
APP00818,2024-Q3,649,0.359,14218.0,8,0
APP00819,2024-Q3,612,0.441,27747.0,5,0
APP00820,2024-Q3,745,0.369,13042.0,1,0
APP00821,2024-Q3,808,0.319,26597.0,8,0
APP00822,2024-Q3,629,0.342,21334.0,3,1
APP00823,2024-Q3,639,0.395,13589.0,10,1
APP00824,2024-Q3,646,0.459,9518.0,5,0
APP00825,2024-Q3,673,0.253,26343.0,1,1
APP00826,2024-Q3,607,0.354,22693.0,1,0
APP00827,2024-Q3,665,0.278,30122.0,0,0
APP00828,2024-Q3,721,0.253,12809.0,10,0
APP00829,2024-Q3,776,0.469,23939.0,0,0
APP00830,2024-Q3,663,0.203,14999.0,0,1
APP00831,2024-Q3,644,0.21,22004.0,0,1
APP00832,2024-Q3,645,0.458,17245.0,9,1
APP00833,2024-Q3,731,0.404,23729.0,11,0
APP00834,2024-Q3,669,0.469,19960.0,11,1
APP00835,2024-Q3,670,0.227,23154.0,1,1
APP00836,2024-Q3,608,0.285,19631.0,1,0
APP00837,2024-Q3,503,0.59,9770.0,5,1
APP00838,2024-Q3,634,0.444,18962.0,3,0
APP00839,2024-Q3,600,0.285,25199.0,7,0
APP00840,2024-Q3,718,0.217,23856.0,4,0
APP00841,2024-Q3,600,0.292,15721.0,11,1
APP00842,2024-Q3,633,0.367,12918.0,9,1
APP00843,2024-Q3,661,0.415,6863.0,3,0
APP00844,2024-Q3,580,0.594,22601.0,4,1
APP00845,2024-Q3,622,0.38,20165.0,0,0
APP00846,2024-Q3,634,0.438,13024.0,11,0
APP00847,2024-Q3,611,0.303,14543.0,3,1
APP00848,2024-Q3,634,0.304,13092.0,10,0
APP00849,2024-Q3,646,0.392,17596.0,2,0
APP00850,2024-Q3,690,0.291,15843.0,0,0
APP00851,2024-Q3,540,0.396,14857.0,10,1
APP00852,2024-Q3,654,0.439,22312.0,11,1
APP00853,2024-Q3,667,0.199,17675.0,6,0
APP00854,2024-Q3,734,0.49,14736.0,4,1
APP00855,2024-Q3,596,0.182,25344.0,4,1
APP00856,2024-Q3,638,0.423,19808.0,3,1
APP00857,2024-Q3,566,0.49,10495.0,11,1
APP00858,2024-Q3,710,0.365,17692.0,4,0
APP00859,2024-Q3,638,0.473,19513.0,4,0
APP00860,2024-Q3,718,0.379,8623.0,7,0
APP00861,2024-Q3,684,0.259,20720.0,0,1
APP00862,2024-Q3,700,0.413,16512.0,4,0
APP00863,2024-Q3,636,0.291,7542.0,2,0
APP00864,2024-Q3,686,0.288,28425.0,9,0
APP00865,2024-Q3,550,0.513,21658.0,3,1
APP00866,2024-Q3,607,0.293,17341.0,5,1
APP00867,2024-Q3,620,0.139,17543.0,1,0
APP00868,2024-Q3,715,0.207,8285.0,11,0
APP00869,2024-Q3,695,0.431,25948.0,8,1
APP00870,2024-Q3,641,0.32,8615.0,11,1
APP00871,2024-Q3,689,0.415,25680.0,8,1
APP00872,2024-Q3,681,0.316,18690.0,9,0
APP00873,2024-Q3,635,0.301,13081.0,3,0
APP00874,2024-Q3,576,0.622,12087.0,2,0
APP00875,2024-Q3,666,0.352,17768.0,4,0
APP00876,2024-Q3,572,0.23,22270.0,10,1
APP00877,2024-Q3,641,0.469,22531.0,5,0
APP00878,2024-Q3,711,0.626,20712.0,7,0
APP00879,2024-Q3,715,0.305,11189.0,8,0
APP00880,2024-Q3,659,0.333,25581.0,5,1
APP00881,2024-Q3,640,0.532,17879.0,9,0
APP00882,2024-Q3,587,0.366,26730.0,11,1
APP00883,2024-Q3,653,0.421,13858.0,10,0
APP00884,2024-Q3,474,0.373,6537.0,11,1
APP00885,2024-Q3,670,0.305,14191.0,9,0
APP00886,2024-Q3,705,0.413,20154.0,7,0
APP00887,2024-Q3,622,0.428,20143.0,1,1
APP00888,2024-Q3,644,0.442,15373.0,9,1
APP00889,2024-Q3,660,0.337,21639.0,3,1
APP00890,2024-Q3,591,0.532,23285.0,6,1
APP00891,2024-Q3,697,0.309,12878.0,7,0
APP00892,2024-Q3,631,0.09,25127.0,6,1
APP00893,2024-Q3,638,0.241,22604.0,2,1
APP00894,2024-Q3,704,0.34,22080.0,3,0
APP00895,2024-Q3,558,0.454,15837.0,1,1
APP00896,2024-Q3,629,0.346,12487.0,0,0
APP00897,2024-Q3,663,0.579,24635.0,10,0
APP00898,2024-Q3,686,0.404,13663.0,1,0
APP00899,2024-Q3,731,0.441,25244.0,2,0
APP00900,2024-Q3,678,0.463,18729.0,5,0
APP00901,2024-Q3,720,0.237,18215.0,8,0
APP00902,2024-Q3,599,0.348,26825.0,3,1
APP00903,2024-Q3,762,0.533,7173.0,5,0
APP00904,2024-Q3,686,0.473,22035.0,1,0
APP00905,2024-Q3,786,0.444,11501.0,6,0
APP00906,2024-Q3,586,0.381,22982.0,10,0
APP00907,2024-Q3,627,0.414,23805.0,10,0
APP00908,2024-Q3,736,0.309,24528.0,5,0
APP00909,2024-Q3,585,0.377,6077.0,0,1
APP00910,2024-Q3,540,0.329,23549.0,4,1
APP00911,2024-Q3,644,0.408,16938.0,0,0
APP00912,2024-Q3,587,0.325,14942.0,11,0
APP00913,2024-Q3,696,0.448,14039.0,4,0
APP00914,2024-Q3,613,0.294,30130.0,9,0
APP00915,2024-Q3,609,0.381,17851.0,0,1
APP00916,2024-Q3,685,0.562,10713.0,4,1
APP00917,2024-Q3,808,0.541,26332.0,5,0
APP00918,2024-Q3,674,0.342,23822.0,1,0
APP00919,2024-Q3,675,0.522,18231.0,9,1
APP00920,2024-Q3,670,0.312,28303.0,7,0
APP00921,2024-Q3,585,0.474,19908.0,9,0
APP00922,2024-Q3,578,0.498,5295.0,5,0
APP00923,2024-Q3,633,0.495,23783.0,8,0
APP00924,2024-Q3,636,0.453,20355.0,2,1
APP00925,2024-Q3,711,0.395,12687.0,11,1
APP00926,2024-Q3,587,0.206,22197.0,3,1
APP00927,2024-Q3,736,0.423,28818.0,4,0
APP00928,2024-Q3,520,0.407,18188.0,7,1
APP00929,2024-Q3,543,0.325,16699.0,1,0
APP00930,2024-Q3,620,0.38,13657.0,3,1
APP00931,2024-Q3,563,0.264,11719.0,9,1
APP00932,2024-Q3,621,0.373,23732.0,4,0
APP00933,2024-Q3,513,0.297,17492.0,9,1
APP00934,2024-Q3,599,0.226,25160.0,11,0
APP00935,2024-Q3,693,0.22,18754.0,2,1
APP00936,2024-Q3,621,0.364,18359.0,3,1
APP00937,2024-Q3,593,0.358,17999.0,4,0
APP00938,2024-Q3,537,0.552,23169.0,4,1
APP00939,2024-Q3,705,0.265,13042.0,8,0
APP00940,2024-Q3,547,0.213,25929.0,2,1
APP00941,2024-Q3,586,0.398,25177.0,3,1
APP00942,2024-Q3,654,0.417,6393.0,0,0
APP00943,2024-Q3,713,0.307,15079.0,8,0
APP00944,2024-Q3,654,0.417,21612.0,5,0
APP00945,2024-Q3,659,0.277,24787.0,0,0
APP00946,2024-Q3,743,0.205,30686.0,5,0
APP00947,2024-Q3,704,0.338,15565.0,8,0
APP00948,2024-Q3,674,0.23,13783.0,5,1
APP00949,2024-Q3,656,0.325,13685.0,0,0
APP00950,2024-Q3,617,0.414,13408.0,11,0
APP00951,2024-Q3,633,0.314,15579.0,5,0
APP00952,2024-Q3,657,0.482,18763.0,5,0
APP00953,2024-Q3,759,0.405,18870.0,8,0
APP00954,2024-Q3,592,0.254,5685.0,5,0
APP00955,2024-Q3,719,0.268,16071.0,4,1
APP00956,2024-Q3,683,0.383,14748.0,11,0
APP00957,2024-Q3,614,0.381,20055.0,7,0
APP00958,2024-Q3,583,0.319,14529.0,2,1
APP00959,2024-Q3,582,0.299,16197.0,3,0
APP00960,2024-Q4,708,0.402,9818.0,9,0
APP00961,2024-Q4,614,0.191,4905.0,1,1
APP00962,2024-Q4,573,0.412,17398.0,5,0
APP00963,2024-Q4,559,0.255,12398.0,9,0
APP00964,2024-Q4,596,0.465,10819.0,7,1
APP00965,2024-Q4,525,0.512,22515.0,5,1
APP00966,2024-Q4,661,0.358,20790.0,1,1
APP00967,2024-Q4,671,0.242,25154.0,9,0
APP00968,2024-Q4,688,0.201,13387.0,4,0
APP00969,2024-Q4,754,0.356,24161.0,1,0
APP00970,2024-Q4,576,0.483,17796.0,5,1
APP00971,2024-Q4,618,0.401,26084.0,6,0
APP00972,2024-Q4,668,0.479,9807.0,11,0
APP00973,2024-Q4,663,0.268,17195.0,10,0
APP00974,2024-Q4,689,0.29,19276.0,7,0
APP00975,2024-Q4,623,0.082,20189.0,9,0
APP00976,2024-Q4,776,0.289,13371.0,3,0
APP00977,2024-Q4,636,0.347,15572.0,7,0
APP00978,2024-Q4,705,0.316,17978.0,0,0
APP00979,2024-Q4,494,0.301,29480.0,10,0
APP00980,2024-Q4,635,0.309,12024.0,1,1
APP00981,2024-Q4,680,0.233,7106.0,9,0
APP00982,2024-Q4,642,0.256,22281.0,7,0
APP00983,2024-Q4,651,0.188,18647.0,2,1
APP00984,2024-Q4,617,0.386,35260.0,1,1
APP00985,2024-Q4,720,0.368,24934.0,1,0
APP00986,2024-Q4,737,0.326,14545.0,3,0
APP00987,2024-Q4,609,0.381,20028.0,10,0
APP00988,2024-Q4,599,0.528,3927.0,5,1
APP00989,2024-Q4,586,0.36,13774.0,1,1
APP00990,2024-Q4,607,0.234,11012.0,10,1
APP00991,2024-Q4,652,0.459,25489.0,6,0
APP00992,2024-Q4,528,0.307,15154.0,7,1
APP00993,2024-Q4,719,0.323,20664.0,9,0
APP00994,2024-Q4,594,0.462,19740.0,4,0
APP00995,2024-Q4,508,0.271,24149.0,3,1
APP00996,2024-Q4,640,0.198,24911.0,2,0
APP00997,2024-Q4,639,0.356,10847.0,10,1
APP00998,2024-Q4,640,0.25,27887.0,8,0
APP00999,2024-Q4,673,0.201,6985.0,3,0
APP01000,2024-Q4,709,0.439,17818.0,0,0
APP01001,2024-Q4,619,0.261,19346.0,10,0
APP01002,2024-Q4,711,0.271,14790.0,8,0
APP01003,2024-Q4,696,0.294,22483.0,8,0
APP01004,2024-Q4,696,0.38,15054.0,7,0
APP01005,2024-Q4,631,0.408,28722.0,1,1
APP01006,2024-Q4,688,0.359,14012.0,7,0
APP01007,2024-Q4,741,0.267,31171.0,4,0
APP01008,2024-Q4,597,0.373,22768.0,10,1
APP01009,2024-Q4,687,0.213,19785.0,8,1
APP01010,2024-Q4,563,0.374,20144.0,9,0
APP01011,2024-Q4,631,0.27,7791.0,0,0
APP01012,2024-Q4,682,0.295,13227.0,4,0
APP01013,2024-Q4,603,0.342,24652.0,7,1
APP01014,2024-Q4,747,0.293,15750.0,1,0
APP01015,2024-Q4,624,0.438,20424.0,2,0
APP01016,2024-Q4,660,0.321,18142.0,9,1
APP01017,2024-Q4,637,0.31,19330.0,7,0
APP01018,2024-Q4,718,0.327,17529.0,10,0
APP01019,2024-Q4,675,0.429,22878.0,11,1
APP01020,2024-Q4,530,0.383,16757.0,5,0
APP01021,2024-Q4,612,0.305,23142.0,6,0
APP01022,2024-Q4,576,0.288,25570.0,4,0
APP01023,2024-Q4,640,0.562,26442.0,6,0
APP01024,2024-Q4,685,0.349,20627.0,7,0
APP01025,2024-Q4,697,0.292,12088.0,1,0
APP01026,2024-Q4,693,0.4,6310.0,2,0
APP01027,2024-Q4,556,0.473,7920.0,5,1
APP01028,2024-Q4,642,0.412,8082.0,10,1
APP01029,2024-Q4,603,0.29,21820.0,5,0
APP01030,2024-Q4,674,0.415,23905.0,6,1
