worker_id,treated,baseline_aptitude_score,age,years_schooling,region,proficiency_score,employed_after
695,1,76.8,23,16,South,69.3,1
696,1,45.1,47,16,West,73.2,1
697,0,44.1,43,17,West,26.1,1
698,1,42.9,52,11,East,70.7,1
699,0,47.7,54,12,West,61.2,0
700,0,51.9,36,10,East,41.2,1
701,0,27.7,31,13,South,52.4,0
702,0,35.5,50,12,North,54.0,1
703,1,61.4,51,11,North,64.6,1
704,1,51.6,50,11,West,52.3,1
705,1,69.2,53,15,West,64.2,1
706,1,60.3,47,11,East,71.5,1
707,0,51.2,24,15,East,49.2,0
708,0,47.2,38,13,South,50.8,0
709,0,47.6,42,11,East,34.0,0
710,0,59.2,25,13,North,51.9,1
711,1,54.5,54,10,South,65.0,1
712,0,44.5,34,16,North,54.0,1
713,1,68.2,32,17,North,63.0,1
714,1,46.6,58,13,East,54.0,1
715,1,59.9,38,15,North,67.4,0
716,1,44.8,47,10,West,65.4,1
717,1,67.0,47,11,South,60.2,1
718,0,45.9,45,10,East,50.1,1
719,0,52.1,41,16,North,48.3,1
720,1,43.7,54,10,North,57.4,1
721,0,16.7,32,17,East,31.5,0
722,1,59.6,43,16,North,75.5,1
723,1,31.8,34,14,South,57.5,1
724,1,67.7,35,11,North,83.5,1
725,1,52.3,22,10,North,77.3,1
726,1,63.8,36,10,East,61.1,0
727,1,64.2,39,12,West,61.4,1
728,1,51.0,30,17,South,48.8,1
729,0,41.4,42,13,East,32.9,1
730,1,45.9,51,10,North,67.6,1
731,0,45.2,43,15,South,75.6,1
732,0,55.2,51,17,South,42.2,0
733,0,44.3,46,17,North,63.3,1
734,1,70.1,24,11,East,72.4,1
735,0,53.9,46,16,West,49.8,1
736,0,49.6,33,14,North,44.2,1
737,1,69.9,58,14,South,82.4,1
738,1,63.9,34,11,East,68.3,1
739,0,50.8,43,14,East,38.5,0
740,1,45.4,33,14,North,65.2,1
741,0,51.0,35,11,North,54.9,1
742,1,61.6,43,15,West,76.6,1
743,0,60.8,27,14,South,40.7,0
744,1,62.5,22,14,North,88.1,1
745,1,74.1,37,13,West,83.8,1
746,1,67.9,34,10,West,73.6,1
747,0,16.8,50,11,South,43.7,0
748,1,69.0,48,14,East,72.5,1
749,0,50.4,31,14,West,44.8,1
750,1,58.6,52,15,West,61.6,0
751,0,35.3,49,15,South,49.0,1
752,1,73.1,50,14,East,55.2,0
753,0,9.3,40,12,North,36.9,0
754,0,39.9,41,14,South,68.7,1
755,0,44.7,37,16,North,51.0,1
756,1,50.9,47,11,North,71.0,1
757,0,21.2,26,16,East,37.0,0
758,1,54.3,59,12,East,77.2,1
759,1,58.2,47,13,South,69.0,1
760,1,55.7,25,10,West,61.3,1
761,0,7.2,50,13,South,27.8,0
762,0,42.3,32,17,West,62.1,1
763,0,52.5,31,10,South,47.7,1
764,0,62.5,46,17,South,40.9,1
765,0,53.3,31,14,North,58.0,1
766,1,72.8,33,13,East,80.5,1
767,0,48.0,55,17,North,18.7,0
768,0,33.6,32,12,South,33.8,0
769,0,53.6,59,15,East,42.7,1
770,0,43.4,34,14,South,46.7,0
771,1,60.5,47,16,East,60.4,0
772,0,34.3,46,16,West,31.1,0
773,0,39.5,36,10,East,32.1,0
774,0,35.5,23,11,North,25.3,0
775,0,45.7,30,13,East,45.3,1
776,0,30.1,26,16,South,33.1,0
777,1,68.6,32,17,East,56.7,1
778,1,50.0,48,12,North,56.5,0
779,1,37.1,26,14,South,64.2,1
780,0,44.8,37,14,North,47.4,0
781,1,48.9,53,15,North,67.2,1
782,1,80.5,22,13,South,93.1,1
783,1,57.1,33,11,East,49.9,0
784,1,47.4,26,16,North,59.5,1
785,0,23.5,54,15,North,30.4,0
786,1,48.2,22,13,West,72.2,1
787,0,50.7,31,14,North,50.3,0
788,1,63.7,43,17,East,48.2,0
789,0,34.6,46,12,East,42.2,1
790,0,47.8,24,10,East,36.4,1
791,0,41.9,26,15,East,50.7,0
792,1,48.0,27,15,East,75.5,0
793,0,54.9,59,11,West,55.7,0
794,1,39.0,42,13,East,47.6,0
795,1,47.1,32,14,North,62.5,1
796,0,35.2,28,12,North,48.5,1
797,0,33.8,48,17,South,44.6,0
798,1,65.4,29,16,South,68.3,0
799,0,88.0,47,17,North,66.9,0
800,1,68.1,35,12,West,66.6,0
801,0,31.0,46,13,East,32.2,1
802,1,67.1,45,14,East,63.7,0
803,0,51.0,46,14,West,47.3,0
804,1,49.1,58,14,South,70.8,1
805,0,61.5,22,10,North,47.1,1
806,1,60.0,22,13,South,67.0,1
807,0,46.9,59,15,East,48.0,0
808,1,65.9,43,17,South,84.9,1
809,0,47.9,49,12,South,38.3,1
810,1,65.0,30,10,South,76.6,1
811,1,68.5,52,15,West,65.6,1
812,0,6.8,52,10,West,23.9,0
813,1,60.0,55,12,South,97.3,1
814,1,67.6,47,11,West,61.2,1
815,0,49.5,32,15,South,33.6,0
816,1,48.0,53,17,East,62.6,1
817,0,46.5,50,10,East,35.5,0
818,1,50.5,25,14,South,82.5,1
819,1,60.6,30,12,East,63.1,0
820,0,31.8,59,10,East,34.9,0
821,1,64.2,52,10,West,66.4,1
822,0,49.0,56,16,West,41.5,1
823,1,67.8,32,14,East,74.2,1
824,1,46.9,44,16,East,59.6,0
825,1,76.7,30,13,East,86.1,1
826,1,57.9,37,13,South,68.4,1
827,0,48.1,49,14,East,46.6,0
828,1,42.8,35,12,East,78.8,1
829,0,32.3,54,14,West,28.6,0
830,1,23.0,55,13,South,55.3,1
831,1,23.6,29,11,South,80.6,1
832,1,79.5,33,13,West,74.1,0
833,1,82.2,58,11,West,85.5,1
834,1,80.6,44,10,North,61.0,1
835,0,34.1,41,15,East,37.6,0
836,0,58.7,24,13,East,45.3,0
837,0,30.1,30,14,West,44.0,1
838,0,23.6,48,11,South,37.9,1
839,0,29.0,58,12,East,44.9,0
840,0,14.3,29,16,North,41.0,0
841,0,67.4,34,16,North,58.6,1
842,0,40.8,44,15,West,30.5,0
843,1,53.2,41,10,South,75.0,1
844,0,45.5,36,10,West,34.6,1
845,1,53.8,41,10,South,63.2,1
846,0,44.1,39,15,East,44.1,1
847,1,46.9,48,10,West,79.6,1
848,0,51.9,42,11,North,41.8,0
849,1,47.9,34,15,West,53.7,1
850,1,51.2,24,13,South,77.6,1
851,1,41.5,59,10,North,61.9,1
852,0,36.0,44,14,North,34.9,1
853,0,50.6,29,16,West,53.7,1
854,0,25.9,37,12,North,36.7,0
855,0,66.8,39,14,South,58.8,0
856,0,35.1,54,14,South,51.8,1
857,1,73.3,57,14,East,75.2,1
858,0,33.0,35,12,West,24.3,1
859,0,59.7,59,17,East,34.4,0
860,0,42.1,40,11,West,34.7,1
861,0,58.5,50,13,North,44.3,0
862,0,10.9,46,12,North,26.2,0
863,1,36.2,45,12,North,57.4,1
864,1,53.1,24,13,East,83.6,1
865,0,26.8,53,10,South,35.3,0
866,1,67.0,23,13,East,61.8,1
867,0,25.4,50,15,South,40.5,0
868,0,58.7,39,11,West,47.9,0
869,0,26.6,42,14,North,22.2,0
870,0,55.7,41,13,North,51.1,1
871,1,88.2,34,17,South,67.1,1
872,0,49.4,41,11,North,54.0,0
873,1,55.9,42,10,West,64.3,0
874,0,71.9,40,11,West,71.3,1
875,0,43.8,51,12,West,42.1,1
876,1,55.9,59,10,North,71.6,1
877,0,38.7,49,13,South,45.7,1
878,1,47.2,26,13,East,52.7,1
879,0,46.7,29,11,North,46.8,1
880,0,33.9,25,17,North,29.5,1
881,0,39.4,56,10,East,29.2,0
882,1,56.9,46,10,West,75.0,1
883,1,53.8,32,15,South,58.0,1
884,1,37.4,53,16,West,81.6,1
885,0,64.9,33,17,West,44.9,1
886,0,45.4,22,17,North,47.4,1
887,0,48.3,30,14,East,42.4,0
888,0,26.0,33,14,South,42.7,0
889,0,19.8,59,10,South,30.0,0
890,0,18.7,38,12,West,33.1,0
891,0,46.6,23,10,West,36.9,0
892,1,20.5,38,11,South,46.2,1
893,0,55.8,29,14,South,57.8,0
894,1,55.8,40,12,West,64.5,1
895,0,56.3,50,12,North,52.4,0
896,1,65.7,29,10,South,72.2,1
897,1,48.2,38,10,North,67.5,1
898,1,51.0,46,14,West,63.8,1
899,1,57.1,49,12,South,51.6,1
900,1,65.3,58,10,North,51.8,1
901,0,30.2,40,15,North,21.5,0
902,0,43.8,45,13,East,36.9,1
903,1,72.8,48,12,North,60.3,1
904,0,28.8,35,17,West,45.3,1
905,1,74.3,48,16,East,64.5,1
906,0,46.4,41,14,West,47.2,0
907,1,66.3,47,14,South,75.0,1
908,0,57.3,45,13,West,52.2,0
909,1,61.7,52,14,South,79.4,1
910,1,47.9,24,11,West,61.1,0
911,0,49.2,41,14,South,42.0,0
912,0,51.2,22,14,West,48.2,1
913,0,22.1,59,16,East,41.9,1
914,1,60.7,27,13,South,71.2,1
915,1,50.7,51,14,West,58.4,1
916,1,49.6,54,17,East,71.2,0
917,1,75.8,27,17,South,61.8,1
918,0,56.5,48,13,South,49.1,1
919,0,17.0,27,10,East,50.1,0
920,1,48.7,37,10,East,54.4,1
921,0,32.4,55,14,South,30.6,0
922,0,48.0,57,10,East,56.9,1
923,0,46.1,42,11,North,38.4,0
924,1,55.8,59,17,East,64.2,1
925,0,56.4,50,10,East,43.8,0
926,1,60.6,23,17,North,61.4,1
927,0,61.7,55,14,South,56.8,1
928,0,36.3,27,14,North,63.0,1
929,1,54.4,26,17,West,60.8,0
930,1,71.9,38,11,West,69.3,1
931,1,53.1,51,14,North,68.1,1
932,1,62.4,27,16,West,48.6,1
933,0,20.5,59,13,South,49.2,0
934,0,48.3,27,16,East,41.4,0
935,0,39.2,38,17,South,18.8,0
936,1,59.5,25,13,West,55.2,1
937,1,71.0,52,15,East,59.7,1
938,1,58.8,33,13,North,64.4,1
939,0,29.8,56,15,West,51.3,0
940,1,39.9,36,11,East,43.2,0
941,1,50.3,37,15,South,60.1,1
942,1,50.1,34,12,North,75.1,1
943,0,69.0,28,14,East,38.4,1
944,1,54.5,30,12,South,80.5,1
945,0,59.3,39,10,East,63.0,1
946,0,60.2,59,17,East,40.6,0
947,1,78.6,25,15,East,85.9,1
948,0,31.2,38,11,North,36.2,1
949,1,59.2,47,15,South,59.9,1
950,0,62.8,35,17,South,55.2,1
951,1,34.5,49,10,North,61.0,1
952,1,70.4,29,17,West,83.8,1
953,1,40.8,40,11,East,48.4,1
954,0,5.1,46,15,West,7.3,0
955,0,23.9,38,17,South,36.0,1
956,1,62.2,53,14,North,83.5,1
957,1,63.1,31,11,North,68.0,1
958,1,56.0,49,15,South,59.3,1
959,1,73.6,39,10,North,90.7,1
960,1,70.2,36,17,West,78.0,1
961,1,56.9,53,16,South,71.8,1
962,1,40.0,54,11,West,80.8,1
963,1,43.0,33,16,North,77.0,0
964,1,61.2,52,14,South,79.5,1
965,1,35.9,36,13,North,68.4,1
966,0,68.4,31,10,North,54.1,1
967,0,45.3,36,10,North,53.0,0
968,1,64.4,40,14,North,71.7,1
969,0,41.6,54,16,South,53.5,1
970,1,44.7,54,10,East,59.8,1
971,0,36.3,47,16,South,38.8,0
972,1,47.6,37,10,South,62.9,1
973,1,65.8,29,16,South,86.4,1
974,1,52.7,51,17,North,76.8,1
975,0,54.6,54,13,West,40.9,0
976,1,45.9,36,17,North,66.3,0
977,0,55.2,30,17,North,62.1,1
978,1,47.2,51,10,North,66.8,1
979,0,46.3,59,17,South,62.9,1
980,0,53.2,39,15,South,36.7,0
981,0,26.8,29,10,East,40.4,0
982,1,57.7,54,14,North,72.3,1
983,0,48.7,46,16,West,40.2,1
984,0,62.3,42,10,East,46.0,0
985,1,75.2,38,11,West,69.7,1
986,1,52.9,54,10,North,50.2,0
987,0,30.2,22,12,West,51.4,0
988,0,67.9,50,11,East,47.5,1
989,1,74.1,29,16,South,82.3,1
990,0,49.6,35,14,South,63.5,1
991,1,53.3,54,16,South,62.4,1
992,0,35.6,26,13,West,54.1,0
993,1,56.1,49,11,South,58.6,1
994,1,84.7,30,11,North,71.3,1
995,0,65.7,54,14,East,53.2,1
996,0,30.6,47,10,South,66.7,1
997,0,74.0,45,14,West,44.1,0
998,0,46.6,42,12,North,34.3,0
999,1,50.3,51,15,West,56.8,1
1000,0,33.7,41,12,North,46.0,0
1001,0,42.2,38,15,South,63.2,1
1002,1,68.0,58,17,West,47.9,0
1003,0,76.9,50,14,South,49.5,1
1004,1,69.2,43,11,South,76.0,1
1005,1,56.8,34,16,West,62.5,1
1006,0,7.5,48,16,West,46.6,1
1007,1,63.2,48,12,North,81.9,1
1008,0,34.0,58,17,North,42.5,0
1009,1,61.1,41,15,East,72.9,1
1010,1,42.5,30,13,South,53.4,1
1011,1,47.9,29,11,North,61.3,1
1012,1,29.9,32,14,East,59.0,1
1013,0,68.7,31,16,South,51.2,1
1014,1,60.9,33,14,East,74.4,1
1015,1,51.7,31,12,East,61.9,0
1016,0,37.4,50,15,North,52.2,1
1017,0,35.7,47,11,North,40.3,1
1018,1,55.9,47,17,North,53.1,1
1019,1,59.6,47,14,South,77.4,1
1020,1,59.1,23,13,South,59.4,1
1021,1,16.9,37,12,West,56.4,0
1022,1,40.4,37,13,West,64.4,1
1023,1,65.2,22,17,South,87.0,1
1024,0,58.9,48,16,South,36.3,1
1025,0,35.0,38,16,North,56.7,1
1026,1,58.0,56,17,North,70.5,1
1027,0,26.7,59,12,West,56.3,1
1028,1,60.6,30,14,North,65.4,1
1029,1,57.0,23,10,East,78.0,1
1030,1,66.1,37,10,East,65.9,1
1031,0,48.2,40,16,West,40.2,0
1032,0,43.3,39,15,East,36.0,0
1033,1,39.5,37,11,East,51.9,1
1034,0,48.5,45,13,North,48.0,1
1035,0,18.2,24,14,West,59.8,1
1036,0,28.3,47,17,North,49.9,1
1037,1,50.2,46,17,East,57.0,0
1038,0,49.7,44,12,West,39.0,0
1039,0,66.4,55,11,South,46.5,1
1040,0,45.5,45,10,East,47.0,0
1041,0,80.3,41,12,West,69.4,1
1042,0,25.1,55,13,North,32.6,0
1043,1,44.1,39,11,South,45.5,0
1044,1,36.0,33,16,West,60.9,1
1045,1,50.1,51,14,South,71.8,1
1046,0,43.1,42,17,North,45.9,1
1047,0,39.2,33,11,South,37.0,1
1048,1,58.1,43,14,South,55.7,0
1049,1,56.4,50,12,East,53.8,1
1050,1,64.5,29,16,East,64.9,1
1051,1,55.0,57,10,West,62.5,1
1052,1,65.4,38,10,West,80.5,1
1053,0,38.7,46,16,West,54.3,1
1054,1,60.8,38,15,West,78.4,1
1055,0,29.2,47,17,West,49.0,1
1056,1,55.9,39,12,East,50.1,0
1057,0,54.2,50,13,South,35.3,0
1058,1,62.6,51,15,North,79.7,1
1059,0,26.9,33,14,East,45.7,1
1060,1,49.5,26,15,East,66.9,1
1061,0,44.9,58,12,West,39.5,0
1062,1,48.8,48,16,West,51.4,1
1063,0,21.2,48,12,South,34.8,0
1064,1,57.4,38,14,South,66.2,1
1065,0,55.0,22,15,West,48.0,1
1066,1,50.8,42,12,West,47.8,1
1067,0,32.6,56,16,North,37.6,0
1068,1,46.2,43,10,West,66.6,1
1069,0,63.1,38,16,South,41.0,1
1070,0,70.4,41,12,West,27.9,0
1071,0,37.8,31,12,South,47.2,0
1072,0,52.2,58,17,East,68.9,1
1073,0,43.8,45,16,West,44.8,1
1074,1,46.5,36,15,East,58.6,1
1075,0,35.5,32,16,West,53.7,1
1076,1,65.9,34,16,North,82.0,1
1077,1,46.3,32,16,South,57.2,1
1078,0,21.4,26,10,West,45.4,0
1079,1,61.6,23,14,East,68.4,1
1080,1,64.3,38,16,North,91.1,1
1081,0,26.4,56,16,South,35.9,0
1082,0,42.7,30,14,North,25.7,0
1083,1,54.4,59,15,North,47.4,1
1084,1,50.4,32,12,East,75.8,0
1085,1,77.0,40,15,South,64.8,1
1086,0,51.7,25,14,North,50.9,1
1087,1,58.6,49,16,East,64.3,1
1088,1,79.5,22,15,South,70.2,1
1089,0,37.1,55,16,West,35.0,0
1090,1,81.0,41,15,North,64.0,1
1091,1,37.3,46,13,South,58.1,1
1092,0,43.8,49,13,North,55.1,1
1093,1,30.5,29,12,North,63.6,1
1094,0,14.8,24,17,South,52.8,0
1095,1,58.1,53,13,West,69.4,1
1096,0,52.2,45,12,North,51.9,1
1097,1,82.1,32,15,West,89.9,1
1098,0,58.1,31,13,West,57.9,1
1099,1,74.6,37,10,East,54.5,1
1100,1,53.5,52,17,North,74.6,0
1101,0,65.7,41,17,East,53.5,1
1102,0,33.2,48,16,South,43.6,1
1103,1,45.6,32,13,West,70.2,1
1104,0,52.1,59,17,South,55.5,1
1105,1,72.0,32,16,North,68.8,1
1106,0,57.0,22,12,East,34.6,0
1107,1,88.1,49,16,North,75.3,1
1108,0,38.2,50,14,West,33.7,0
1109,0,29.7,27,17,East,30.9,1
1110,1,75.3,35,17,South,56.5,1
1111,1,108.7,40,15,North,71.8,1
1112,1,73.8,38,11,North,60.2,1
1113,0,39.2,52,17,East,34.1,1
1114,0,30.6,36,12,South,36.2,0
1115,0,61.0,33,13,South,50.9,1
1116,0,42.6,33,13,West,31.1,1
1117,1,57.8,53,17,South,77.8,0
1118,0,66.8,26,14,West,54.3,1
1119,1,56.6,48,17,East,60.4,1
1120,1,75.0,59,14,North,67.2,1
1121,0,30.7,44,13,North,35.0,1
1122,1,68.2,46,14,North,67.9,1
1123,0,47.7,58,15,East,63.5,1
1124,0,45.9,24,16,West,36.3,0
1125,1,53.2,40,16,South,66.6,1
1126,0,44.7,29,14,South,34.7,0
1127,0,65.5,40,17,South,48.6,0
1128,0,31.5,54,17,North,44.4,0
1129,0,45.0,38,16,South,49.4,1
1130,1,76.2,53,14,North,96.0,1
1131,1,67.1,43,11,South,62.0,1
1132,0,27.6,31,16,West,46.7,1
1133,0,40.4,53,16,South,49.6,1
1134,0,35.8,36,15,East,47.9,1
1135,1,32.5,36,12,East,69.1,1
1136,0,-15.1,59,15,West,42.3,0
1137,0,32.7,32,14,North,39.9,1
1138,0,23.6,37,16,East,39.8,0
1139,1,57.7,50,16,South,52.8,1
1140,1,60.7,59,10,South,80.5,1
1141,1,62.7,40,15,East,76.1,1
1142,0,39.3,39,13,East,55.2,1
1143,0,47.6,49,17,South,47.5,1
1144,1,70.9,34,15,North,75.5,1
1145,0,39.0,57,17,South,49.6,1
1146,1,52.0,43,12,East,54.4,1
1147,1,26.0,40,12,East,50.5,0
1148,0,42.1,57,14,West,39.0,0
1149,1,53.7,31,14,South,55.1,1
1150,0,52.5,58,14,East,39.6,0
1151,0,19.0,52,15,North,43.3,0
1152,0,54.2,22,17,South,49.5,1
1153,0,58.9,45,10,South,46.5,1
1154,1,57.0,57,13,South,53.1,1
1155,0,43.0,56,16,North,37.2,0
1156,1,48.7,34,17,West,48.3,1
1157,0,50.7,49,12,East,48.2,0
1158,0,42.4,26,10,West,37.6,0
1159,1,54.9,48,11,East,68.4,1
1160,1,27.6,26,15,West,45.5,1
1161,0,27.1,39,11,East,57.1,1
1162,0,45.8,29,14,South,49.4,1
1163,1,40.9,40,16,East,76.9,1
1164,1,24.9,49,16,West,63.4,1
1165,1,33.9,58,15,North,61.6,1
1166,0,46.9,35,12,North,39.7,1
1167,0,45.5,35,17,East,51.3,0
1168,1,67.8,52,10,East,75.3,1
1169,0,67.6,47,12,South,57.8,0
1170,0,65.5,29,15,West,57.8,0
1171,1,32.2,49,17,West,65.7,1
1172,1,49.6,24,14,North,43.0,0
1173,0,26.4,25,12,East,59.0,1
1174,0,17.8,34,16,South,53.0,0
1175,1,59.2,45,10,South,79.7,0
1176,0,38.9,36,16,South,46.3,0
1177,1,72.8,25,11,North,69.4,1
1178,1,55.6,32,11,North,67.8,1
1179,1,40.3,46,12,West,70.5,1
1180,1,61.7,50,16,North,69.7,1
1181,0,34.6,37,12,West,40.6,1
1182,0,55.6,22,11,East,55.9,0
1183,0,42.8,29,12,South,39.9,1
1184,1,71.0,36,12,West,57.5,0
1185,0,60.7,51,17,West,57.9,1
1186,1,55.6,40,10,West,63.3,1
1187,1,61.9,42,15,South,68.8,1
1188,1,50.6,41,14,West,63.7,1
1189,0,32.1,56,16,North,58.1,1
1190,0,36.3,49,16,North,35.6,1
1191,0,40.2,47,13,North,40.8,0
1192,0,58.6,57,14,South,49.6,0
1193,1,45.1,29,13,North,58.2,1
1194,1,34.0,37,16,East,75.2,1
1195,1,59.8,53,14,South,83.1,1
1196,1,67.2,43,13,North,61.2,1
1197,1,60.0,57,12,South,52.1,1
1198,1,71.8,44,17,West,68.5,1
1199,0,53.3,41,15,South,52.8,1
